Cruise,Station,Type,Date_Time,Longitude_[decimal_degrees_east],Latitude_[decimal_degrees_north],Bot. Depth [m],Cast,LOCAL_CDI_ID,pressure_[dbar],depth_[m],temperature_[C],temperature2_[C],conductivity_[S/m],conductivity2_[S/m],altimeter_[m],beamAttenuation_[1/m],beamTransmission_[%],fluorescence_[mg/m3],oxygen_[umol/kg],oxygen2_[umol/kg],par_[umol_photons/m2/sec],salinity_[psu],salinity2_[psu],density_[kg/m3_sigmat],density2_[kg/m3_sigmat],flag,filename,instrument1,platform1
AMBON2017,DBO3.8,C,2017-08-07T01:24:37,-168.9557,67.6663,48.0,1,AMBON2017_001_DBO3.8,0.0,2.97,6.7333,6.7311,3.2964,3.2962,48.55,0.798,81.91,0.3303,410.763,406.506,344.53,32.7049,32.7057,25.6467,25.6474,1.0,AMBON17-001-DBO3-8.cnv,SBE9,M/V Norseman II
AMBON2017,DBO3.8,C,2017-08-07T01:24:37,-168.9557,67.6663,48.0,1,AMBON2017_001_DBO3.8,1.0,2.97,6.7333,6.7311,3.2964,3.2962,48.55,0.798,81.91,0.3303,410.763,406.506,344.53,32.7049,32.7057,25.6467,25.6474,1.0,AMBON17-001-DBO3-8.cnv,SBE9,M/V Norseman II
AMBON2017,DBO3.8,C,2017-08-07T01:24:37,-168.9557,67.6663,48.0,1,AMBON2017_001_DBO3.8,2.0,2.97,6.7333,6.7311,3.2964,3.2962,48.55,0.798,81.91,0.3303,410.763,406.506,344.53,32.7049,32.7057,25.6467,25.6474,1.0,AMBON17-001-DBO3-8.cnv,SBE9,M/V Norseman II
AMBON2017,DBO3.8,C,2017-08-07T01:24:37,-168.9557,67.6663,48.0,1,AMBON2017_001_DBO3.8,3.0,2.97,6.7333,6.7311,3.2964,3.2962,48.55,0.798,81.91,0.3303,410.763,406.506,344.53,32.7049,32.7057,25.6467,25.6474,0.0,AMBON17-001-DBO3-8.cnv,SBE9,M/V Norseman II
AMBON2017,DBO3.8,C,2017-08-07T01:24:37,-168.9557,67.6663,48.0,1,AMBON2017_001_DBO3.8,4.0,3.96,6.7291,6.7294,3.2961,3.2961,47.79,0.801,81.846,0.2917,410.231,407.304,250.02,32.7057,32.7055,25.6479,25.6474,0.0,AMBON17-001-DBO3-8.cnv,SBE9,M/V Norseman II
AMBON2017,DBO3.8,C,2017-08-07T01:24:37,-168.9557,67.6663,48.0,1,AMBON2017_001_DBO3.8,5.0,4.95,6.7276,6.7267,3.296,3.296,46.91,0.784,82.211,0.3366,410.225,408.111,177.3,32.7056,32.7063,25.648,25.6484,0.0,AMBON17-001-DBO3-8.cnv,SBE9,M/V Norseman II
AMBON2017,DBO3.8,C,2017-08-07T01:24:37,-168.9557,67.6663,48.0,1,AMBON2017_001_DBO3.8,6.0,5.94,6.7226,6.7224,3.2957,3.2957,46.14,0.777,82.34,0.3613,410.809,407.533,125.85,32.7066,32.7069,25.6495,25.6494,0.0,AMBON17-001-DBO3-8.cnv,SBE9,M/V Norseman II
AMBON2017,DBO3.8,C,2017-08-07T01:24:37,-168.9557,67.6663,48.0,1,AMBON2017_001_DBO3.8,7.0,6.93,6.7187,6.7183,3.2956,3.2956,45.09,0.796,81.946,0.4014,411.255,406.565,88.838,32.7082,32.7086,25.6513,25.6514,0.0,AMBON17-001-DBO3-8.cnv,SBE9,M/V Norseman II
AMBON2017,DBO3.8,C,2017-08-07T01:24:37,-168.9557,67.6663,48.0,1,AMBON2017_001_DBO3.8,8.0,7.92,6.7115,6.7107,3.2954,3.2953,43.98,0.789,82.101,0.4112,411.009,406.436,64.786,32.7122,32.7128,25.6554,25.6556,0.0,AMBON17-001-DBO3-8.cnv,SBE9,M/V Norseman II
AMBON2017,DBO3.8,C,2017-08-07T01:24:37,-168.9557,67.6663,48.0,1,AMBON2017_001_DBO3.8,9.0,8.91,6.6898,6.6922,3.2938,3.2941,43.08,0.763,82.638,0.4365,411.468,407.343,46.661,32.7159,32.7165,25.6611,25.6609,0.0,AMBON17-001-DBO3-8.cnv,SBE9,M/V Norseman II
AMBON2017,DBO3.8,C,2017-08-07T01:24:37,-168.9557,67.6663,48.0,1,AMBON2017_001_DBO3.8,10.0,9.9,6.5233,6.5276,3.279,3.2788,42.06,0.747,82.964,0.4286,412.907,409.621,34.028,32.7112,32.7039,25.679,25.6723,0.0,AMBON17-001-DBO3-8.cnv,SBE9,M/V Norseman II
AMBON2017,DBO3.8,C,2017-08-07T01:24:37,-168.9557,67.6663,48.0,1,AMBON2017_001_DBO3.8,11.0,10.89,5.6718,5.6843,3.1991,3.1986,40.97,0.731,83.303,0.3783,416.441,414.27,26.096,32.6364,32.6186,25.725,25.7081,0.0,AMBON17-001-DBO3-8.cnv,SBE9,M/V Norseman II
AMBON2017,DBO3.8,C,2017-08-07T01:24:37,-168.9557,67.6663,48.0,1,AMBON2017_001_DBO3.8,12.0,11.88,4.944,4.9514,3.1365,3.1367,39.99,0.681,84.34,0.3406,400.144,408.181,20.605,32.6327,32.6286,25.8052,25.8009,0.0,AMBON17-001-DBO3-8.cnv,SBE9,M/V Norseman II
AMBON2017,DBO3.8,C,2017-08-07T01:24:37,-168.9557,67.6663,48.0,1,AMBON2017_001_DBO3.8,13.0,12.87,4.3933,4.3933,3.0864,3.086,39.0,0.721,83.51,0.2473,363.983,420.438,16.165,32.5936,32.5893,25.8328,25.829,0.0,AMBON17-001-DBO3-8.cnv,SBE9,M/V Norseman II
AMBON2017,DBO3.8,C,2017-08-07T01:24:37,-168.9557,67.6663,48.0,1,AMBON2017_001_DBO3.8,14.0,13.86,4.2252,4.2223,3.0731,3.0731,37.94,0.813,81.609,0.1259,316.02,383.867,12.834,32.6045,32.6077,25.8586,25.8613,0.0,AMBON17-001-DBO3-8.cnv,SBE9,M/V Norseman II
AMBON2017,DBO3.8,C,2017-08-07T01:24:37,-168.9557,67.6663,48.0,1,AMBON2017_001_DBO3.8,15.0,14.85,4.2195,4.2181,3.073,3.0731,37.06,0.995,77.992,0.0805,290.909,320.624,10.084,32.608,32.6103,25.862,25.8637,0.0,AMBON17-001-DBO3-8.cnv,SBE9,M/V Norseman II
AMBON2017,DBO3.8,C,2017-08-07T01:24:37,-168.9557,67.6663,48.0,1,AMBON2017_001_DBO3.8,16.0,15.84,4.2169,4.2162,3.073,3.0731,36.05,1.303,72.246,0.073,280.684,266.27,7.349,32.6103,32.612,25.8641,25.8653,0.0,AMBON17-001-DBO3-8.cnv,SBE9,M/V Norseman II
AMBON2017,DBO3.8,C,2017-08-07T01:24:37,-168.9557,67.6663,48.0,1,AMBON2017_001_DBO3.8,17.0,16.83,4.2097,4.2091,3.0728,3.0728,34.88,1.627,66.597,0.0918,282.566,233.924,5.179,32.615,32.6156,25.8686,25.8689,0.0,AMBON17-001-DBO3-8.cnv,SBE9,M/V Norseman II
AMBON2017,DBO3.8,C,2017-08-07T01:24:37,-168.9557,67.6663,48.0,1,AMBON2017_001_DBO3.8,18.0,17.82,4.2029,4.2025,3.0725,3.0726,33.97,1.733,64.833,0.0873,288.354,246.105,3.63,32.6175,32.6189,25.8712,25.8722,0.0,AMBON17-001-DBO3-8.cnv,SBE9,M/V Norseman II
AMBON2017,DBO3.8,C,2017-08-07T01:24:37,-168.9557,67.6663,48.0,1,AMBON2017_001_DBO3.8,19.0,18.809,4.1993,4.1958,3.0724,3.0722,33.11,1.736,64.794,0.0696,291.365,259.719,2.559,32.6197,32.6206,25.8734,25.8742,0.0,AMBON17-001-DBO3-8.cnv,SBE9,M/V Norseman II
AMBON2017,DBO3.8,C,2017-08-07T01:24:37,-168.9557,67.6663,48.0,1,AMBON2017_001_DBO3.8,20.0,19.8,4.1927,4.1919,3.0721,3.0721,32.1,1.753,64.516,0.0642,293.309,269.89,1.81,32.6213,32.6222,25.8753,25.8758,0.0,AMBON17-001-DBO3-8.cnv,SBE9,M/V Norseman II
AMBON2017,DBO3.8,C,2017-08-07T01:24:37,-168.9557,67.6663,48.0,1,AMBON2017_001_DBO3.8,21.0,20.789,4.188,4.1877,3.0719,3.0719,30.9,1.762,64.366,0.0648,294.405,279.04,1.276,32.6234,32.6237,25.8774,25.8775,0.0,AMBON17-001-DBO3-8.cnv,SBE9,M/V Norseman II
AMBON2017,DBO3.8,C,2017-08-07T01:24:37,-168.9557,67.6663,48.0,1,AMBON2017_001_DBO3.8,22.0,21.779,4.1865,4.1862,3.0719,3.072,29.84,1.738,64.762,0.0625,294.71,285.425,0.887,32.625,32.6254,25.8789,25.879,0.0,AMBON17-001-DBO3-8.cnv,SBE9,M/V Norseman II
AMBON2017,DBO3.8,C,2017-08-07T01:24:37,-168.9557,67.6663,48.0,1,AMBON2017_001_DBO3.8,23.0,22.769,4.1848,4.1842,3.0719,3.0719,28.93,1.714,65.141,0.0642,294.712,288.22,0.629,32.6261,32.6266,25.8799,25.8801,0.0,AMBON17-001-DBO3-8.cnv,SBE9,M/V Norseman II
AMBON2017,DBO3.8,C,2017-08-07T01:24:37,-168.9557,67.6663,48.0,1,AMBON2017_001_DBO3.8,24.0,23.759,4.1833,4.1829,3.0719,3.0719,27.95,1.708,65.244,0.0606,294.555,289.686,0.443,32.627,32.6274,25.8808,25.8809,0.0,AMBON17-001-DBO3-8.cnv,SBE9,M/V Norseman II
AMBON2017,DBO3.8,C,2017-08-07T01:24:37,-168.9557,67.6663,48.0,1,AMBON2017_001_DBO3.8,25.0,24.749,4.178,4.1779,3.0716,3.0716,26.84,1.705,65.299,0.0635,294.135,290.315,0.315,32.6279,32.6279,25.8821,25.8818,0.0,AMBON17-001-DBO3-8.cnv,SBE9,M/V Norseman II
AMBON2017,DBO3.8,C,2017-08-07T01:24:37,-168.9557,67.6663,48.0,1,AMBON2017_001_DBO3.8,26.0,25.739,4.1724,4.1725,3.0713,3.0713,25.78,1.696,65.448,0.0649,293.651,290.296,0.217,32.6291,32.629,25.8836,25.8832,0.0,AMBON17-001-DBO3-8.cnv,SBE9,M/V Norseman II
AMBON2017,DBO3.8,C,2017-08-07T01:24:37,-168.9557,67.6663,48.0,1,AMBON2017_001_DBO3.8,27.0,26.729,4.1693,4.1696,3.0711,3.0711,24.89,1.685,65.624,0.0614,293.554,290.88,0.154,32.6298,32.6298,25.8845,25.8842,0.0,AMBON17-001-DBO3-8.cnv,SBE9,M/V Norseman II
AMBON2017,DBO3.8,C,2017-08-07T01:24:37,-168.9557,67.6663,48.0,1,AMBON2017_001_DBO3.8,28.0,27.719,4.1668,4.1666,3.071,3.071,23.85,1.679,65.714,0.061,293.525,290.817,0.098,32.6303,32.6303,25.8851,25.8849,0.0,AMBON17-001-DBO3-8.cnv,SBE9,M/V Norseman II
AMBON2017,DBO3.8,C,2017-08-07T01:24:37,-168.9557,67.6663,48.0,1,AMBON2017_001_DBO3.8,29.0,28.709,4.162,4.1614,3.0707,3.0707,22.65,1.667,65.924,0.0678,292.887,290.604,0.067,32.6314,32.6316,25.8865,25.8864,0.0,AMBON17-001-DBO3-8.cnv,SBE9,M/V Norseman II
AMBON2017,DBO3.8,C,2017-08-07T01:24:37,-168.9557,67.6663,48.0,1,AMBON2017_001_DBO3.8,30.0,29.698,4.1583,4.1578,3.0705,3.0705,21.73,1.662,65.999,0.0686,292.549,290.67,0.045,32.6323,32.6324,25.8876,25.8874,0.0,AMBON17-001-DBO3-8.cnv,SBE9,M/V Norseman II
AMBON2017,DBO3.8,C,2017-08-07T01:24:37,-168.9557,67.6663,48.0,1,AMBON2017_001_DBO3.8,31.0,30.688,4.1554,4.1547,3.0704,3.0703,20.81,1.662,66.002,0.0639,292.685,291.027,0.029,32.6328,32.633,25.8883,25.8881,0.0,AMBON17-001-DBO3-8.cnv,SBE9,M/V Norseman II
AMBON2017,DBO3.8,C,2017-08-07T01:24:37,-168.9557,67.6663,48.0,1,AMBON2017_001_DBO3.8,32.0,31.678,4.1543,4.1539,3.0704,3.0703,19.72,1.68,65.703,0.0594,292.036,290.699,0.015,32.6331,32.6332,25.8886,25.8885,0.0,AMBON17-001-DBO3-8.cnv,SBE9,M/V Norseman II
AMBON2017,DBO3.8,C,2017-08-07T01:24:37,-168.9557,67.6663,48.0,1,AMBON2017_001_DBO3.8,33.0,32.668,4.1543,4.1539,3.0704,3.0704,18.73,1.705,65.297,0.0606,291.268,289.668,0.005,32.6331,32.6334,25.8886,25.8886,0.0,AMBON17-001-DBO3-8.cnv,SBE9,M/V Norseman II
AMBON2017,DBO3.8,C,2017-08-07T01:24:37,-168.9557,67.6663,48.0,1,AMBON2017_001_DBO3.8,34.0,33.658,4.1544,4.1538,3.0704,3.0704,17.64,1.732,64.855,0.0605,291.252,289.877,0.001,32.633,32.6333,25.8885,25.8885,0.0,AMBON17-001-DBO3-8.cnv,SBE9,M/V Norseman II
AMBON2017,DBO3.8,C,2017-08-07T01:24:37,-168.9557,67.6663,48.0,1,AMBON2017_001_DBO3.8,35.0,34.648,4.1542,4.1537,3.0705,3.0705,16.56,1.752,64.526,0.0663,291.327,289.595,-0.0,32.6331,32.6333,25.8886,25.8886,0.0,AMBON17-001-DBO3-8.cnv,SBE9,M/V Norseman II
AMBON2017,DBO3.8,C,2017-08-07T01:24:37,-168.9557,67.6663,48.0,1,AMBON2017_001_DBO3.8,36.0,35.637,4.1537,4.1533,3.0705,3.0705,15.69,1.76,64.407,0.0695,291.203,288.938,0.0,32.633,32.6334,25.8886,25.8886,0.0,AMBON17-001-DBO3-8.cnv,SBE9,M/V Norseman II
AMBON2017,DBO3.8,C,2017-08-07T01:24:37,-168.9557,67.6663,48.0,1,AMBON2017_001_DBO3.8,37.0,36.627,4.1537,4.1531,3.0705,3.0705,14.62,1.784,64.019,0.0633,290.936,288.638,0.0,32.633,32.6333,25.8886,25.8886,0.0,AMBON17-001-DBO3-8.cnv,SBE9,M/V Norseman II
AMBON2017,DBO3.8,C,2017-08-07T01:24:37,-168.9557,67.6663,48.0,1,AMBON2017_001_DBO3.8,38.0,37.617,4.1532,4.1528,3.0705,3.0705,13.56,1.806,63.666,0.0672,290.772,288.69,0.0,32.6329,32.6333,25.8886,25.8886,0.0,AMBON17-001-DBO3-8.cnv,SBE9,M/V Norseman II
AMBON2017,DBO3.8,C,2017-08-07T01:24:37,-168.9557,67.6663,48.0,1,AMBON2017_001_DBO3.8,39.0,38.607,4.152,4.1514,3.0705,3.0704,12.62,1.818,63.476,0.075,290.827,289.315,0.0,32.6329,32.6332,25.8887,25.8887,0.0,AMBON17-001-DBO3-8.cnv,SBE9,M/V Norseman II
AMBON2017,DBO3.8,C,2017-08-07T01:24:37,-168.9557,67.6663,48.0,1,AMBON2017_001_DBO3.8,40.0,39.597,4.1513,4.1507,3.0704,3.0704,11.59,1.834,63.222,0.0613,290.449,289.264,0.0,32.6328,32.6333,25.8887,25.8888,0.0,AMBON17-001-DBO3-8.cnv,SBE9,M/V Norseman II
AMBON2017,DBO3.8,C,2017-08-07T01:24:37,-168.9557,67.6663,48.0,1,AMBON2017_001_DBO3.8,41.0,40.587,4.1502,4.15,3.0704,3.0704,10.59,1.875,62.578,0.065,290.345,288.629,0.0,32.6328,32.6332,25.8888,25.8888,0.0,AMBON17-001-DBO3-8.cnv,SBE9,M/V Norseman II
AMBON2017,DBO3.8,C,2017-08-07T01:24:37,-168.9557,67.6663,48.0,1,AMBON2017_001_DBO3.8,42.0,41.577,4.1491,4.1488,3.0703,3.0703,9.49,1.933,61.673,0.0702,289.868,288.322,0.0,32.6327,32.6332,25.8889,25.8889,0.0,AMBON17-001-DBO3-8.cnv,SBE9,M/V Norseman II
AMBON2017,DBO3.8,C,2017-08-07T01:24:37,-168.9557,67.6663,48.0,1,AMBON2017_001_DBO3.8,43.0,42.566,4.1485,4.1481,3.0703,3.0703,8.59,1.979,60.973,0.072,289.36,288.164,0.0,32.6328,32.6332,25.889,25.889,0.0,AMBON17-001-DBO3-8.cnv,SBE9,M/V Norseman II
AMBON2017,DBO3.8,C,2017-08-07T01:24:37,-168.9557,67.6663,48.0,1,AMBON2017_001_DBO3.8,44.0,43.556,4.1488,4.1476,3.0704,3.0703,7.64,2.01,60.507,0.0661,288.802,287.705,0.0,32.6327,32.6332,25.8889,25.889,0.0,AMBON17-001-DBO3-8.cnv,SBE9,M/V Norseman II
AMBON2017,DBO3.8,C,2017-08-07T01:24:37,-168.9557,67.6663,48.0,1,AMBON2017_001_DBO3.8,45.0,44.546,4.1475,4.147,3.0703,3.0703,6.51,2.099,59.167,0.0681,288.641,287.293,0.0,32.6327,32.6331,25.8891,25.8891,0.0,AMBON17-001-DBO3-8.cnv,SBE9,M/V Norseman II
AMBON2017,DBO3.8,C,2017-08-07T01:24:37,-168.9557,67.6663,48.0,1,AMBON2017_001_DBO3.8,46.0,45.536,4.1465,4.1459,3.0703,3.0703,5.55,2.144,58.504,0.0772,288.872,286.804,0.0,32.6326,32.6331,25.8891,25.8891,0.0,AMBON17-001-DBO3-8.cnv,SBE9,M/V Norseman II
AMBON2017,DBO3.8,C,2017-08-07T01:24:37,-168.9557,67.6663,48.0,1,AMBON2017_001_DBO3.8,47.0,46.526,4.1437,4.1432,3.0701,3.0701,4.65,2.155,58.356,0.075,288.774,287.063,0.0,32.633,32.6335,25.8897,25.8897,0.0,AMBON17-001-DBO3-8.cnv,SBE9,M/V Norseman II
AMBON2017,DBO3.8,C,2017-08-07T01:24:37,-168.9557,67.6663,48.0,1,AMBON2017_001_DBO3.8,48.0,47.515,4.1426,4.1419,3.0701,3.0701,3.5,2.214,57.498,0.0654,288.162,286.828,0.0,32.633,32.6337,25.8898,25.89,0.0,AMBON17-001-DBO3-8.cnv,SBE9,M/V Norseman II
AMBON2017,DBO3.8,C,2017-08-07T01:24:37,-168.9557,67.6663,48.0,1,AMBON2017_001_DBO3.8,49.0,48.505,4.1417,4.1412,3.07,3.07,2.29,2.29,56.412,0.0695,287.557,285.904,0.0,32.6331,32.6337,25.89,25.8901,0.0,AMBON17-001-DBO3-8.cnv,SBE9,M/V Norseman II
AMBON2017,DBO3.8,C,2017-08-07T01:24:37,-168.9557,67.6663,48.0,1,AMBON2017_001_DBO3.8,50.0,49.495,4.1382,4.1377,3.0697,3.0698,1.07,2.494,53.593,0.0762,286.027,284.443,0.0,32.6324,32.6333,25.8898,25.8901,0.0,AMBON17-001-DBO3-8.cnv,SBE9,M/V Norseman II
AMBON2017,DBO3.7,C,2017-08-07T05:51:57,-168.6045,67.7835,51.0,2,AMBON2017_002_DBO3.7,0.0,1.98,8.0272,8.0269,3.3435,3.3436,48.98,0.8,81.876,0.1249,342.463,336.653,68.406,32.0062,32.0068,24.9198,24.92,1.0,AMBON17-002-DBO3-7.cnv,SBE9,M/V Norseman II
AMBON2017,DBO3.7,C,2017-08-07T05:51:57,-168.6045,67.7835,51.0,2,AMBON2017_002_DBO3.7,1.0,1.98,8.0272,8.0269,3.3435,3.3436,48.98,0.8,81.876,0.1249,342.463,336.653,68.406,32.0062,32.0068,24.9198,24.92,1.0,AMBON17-002-DBO3-7.cnv,SBE9,M/V Norseman II
AMBON2017,DBO3.7,C,2017-08-07T05:51:57,-168.6045,67.7835,51.0,2,AMBON2017_002_DBO3.7,2.0,1.98,8.0272,8.0269,3.3435,3.3436,48.98,0.8,81.876,0.1249,342.463,336.653,68.406,32.0062,32.0068,24.9198,24.92,0.0,AMBON17-002-DBO3-7.cnv,SBE9,M/V Norseman II
AMBON2017,DBO3.7,C,2017-08-07T05:51:57,-168.6045,67.7835,51.0,2,AMBON2017_002_DBO3.7,3.0,2.97,8.0292,8.0284,3.3436,3.3436,48.56,0.641,85.194,0.1229,342.175,336.089,54.218,32.0045,32.0056,24.9182,24.9188,0.0,AMBON17-002-DBO3-7.cnv,SBE9,M/V Norseman II
AMBON2017,DBO3.7,C,2017-08-07T05:51:57,-168.6045,67.7835,51.0,2,AMBON2017_002_DBO3.7,4.0,3.96,8.0298,8.0293,3.3438,3.3438,47.47,0.64,85.207,0.1215,341.832,336.386,41.28,32.0052,32.0056,24.9187,24.9188,0.0,AMBON17-002-DBO3-7.cnv,SBE9,M/V Norseman II
AMBON2017,DBO3.7,C,2017-08-07T05:51:57,-168.6045,67.7835,51.0,2,AMBON2017_002_DBO3.7,5.0,4.95,8.0302,8.0294,3.344,3.344,46.39,0.663,84.736,0.1217,341.829,336.482,33.725,32.0064,32.0072,24.9196,24.92,0.0,AMBON17-002-DBO3-7.cnv,SBE9,M/V Norseman II
AMBON2017,DBO3.7,C,2017-08-07T05:51:57,-168.6045,67.7835,51.0,2,AMBON2017_002_DBO3.7,6.0,5.94,7.6682,7.6726,3.3265,3.3267,45.45,0.628,85.475,0.122,343.517,336.701,27.886,32.1537,32.1517,25.0865,25.0837,0.0,AMBON17-002-DBO3-7.cnv,SBE9,M/V Norseman II
AMBON2017,DBO3.7,C,2017-08-07T05:51:57,-168.6045,67.7835,51.0,2,AMBON2017_002_DBO3.7,7.0,6.93,7.0143,7.0141,3.3118,3.3118,44.48,0.633,85.364,0.2335,352.4,343.887,22.704,32.6047,32.6055,25.5307,25.531,0.0,AMBON17-002-DBO3-7.cnv,SBE9,M/V Norseman II
AMBON2017,DBO3.7,C,2017-08-07T05:51:57,-168.6045,67.7835,51.0,2,AMBON2017_002_DBO3.7,8.0,7.92,6.8285,6.8324,3.3048,3.305,43.39,0.674,84.483,0.2713,405.988,418.205,18.454,32.7043,32.7028,25.6338,25.6318,0.0,AMBON17-002-DBO3-7.cnv,SBE9,M/V Norseman II
AMBON2017,DBO3.7,C,2017-08-07T05:51:57,-168.6045,67.7835,51.0,2,AMBON2017_002_DBO3.7,9.0,8.91,6.6971,6.6957,3.2945,3.2943,42.5,0.635,85.315,0.2151,410.292,419.019,14.202,32.7157,32.7154,25.66,25.6596,0.0,AMBON17-002-DBO3-7.cnv,SBE9,M/V Norseman II
AMBON2017,DBO3.7,C,2017-08-07T05:51:57,-168.6045,67.7835,51.0,2,AMBON2017_002_DBO3.7,10.0,9.9,6.5075,6.5087,3.2784,3.2786,41.37,0.545,87.265,0.202,400.331,403.046,11.367,32.7198,32.7202,25.6878,25.6877,0.0,AMBON17-002-DBO3-7.cnv,SBE9,M/V Norseman II
AMBON2017,DBO3.7,C,2017-08-07T05:51:57,-168.6045,67.7835,51.0,2,AMBON2017_002_DBO3.7,11.0,10.89,6.3344,6.3402,3.2643,3.2646,40.48,0.47,88.908,0.1872,393.296,392.333,9.56,32.7282,32.7267,25.7165,25.7142,0.0,AMBON17-002-DBO3-7.cnv,SBE9,M/V Norseman II
AMBON2017,DBO3.7,C,2017-08-07T05:51:57,-168.6045,67.7835,51.0,2,AMBON2017_002_DBO3.7,12.0,11.88,6.0996,6.0949,3.245,3.2444,39.48,0.434,89.718,0.1712,392.308,387.648,7.922,32.7399,32.7376,25.755,25.7535,0.0,AMBON17-002-DBO3-7.cnv,SBE9,M/V Norseman II
AMBON2017,DBO3.7,C,2017-08-07T05:51:57,-168.6045,67.7835,51.0,2,AMBON2017_002_DBO3.7,13.0,12.87,5.8835,5.8838,3.2261,3.2261,38.62,0.411,90.245,0.1656,390.271,391.777,6.822,32.7362,32.7359,25.7786,25.778,0.0,AMBON17-002-DBO3-7.cnv,SBE9,M/V Norseman II
AMBON2017,DBO3.7,C,2017-08-07T05:51:57,-168.6045,67.7835,51.0,2,AMBON2017_002_DBO3.7,14.0,13.86,5.8027,5.7947,3.2192,3.2185,37.43,0.373,91.099,0.1647,390.857,387.018,5.821,32.736,32.7359,25.7882,25.7887,0.0,AMBON17-002-DBO3-7.cnv,SBE9,M/V Norseman II
AMBON2017,DBO3.7,C,2017-08-07T05:51:57,-168.6045,67.7835,51.0,2,AMBON2017_002_DBO3.7,15.0,14.85,5.6216,5.6236,3.2026,3.2026,36.55,0.371,91.142,0.1656,390.417,382.975,5.068,32.7238,32.7221,25.8001,25.7982,0.0,AMBON17-002-DBO3-7.cnv,SBE9,M/V Norseman II
AMBON2017,DBO3.7,C,2017-08-07T05:51:57,-168.6045,67.7835,51.0,2,AMBON2017_002_DBO3.7,16.0,15.84,5.267,5.2582,3.1713,3.1701,35.48,0.391,90.699,0.1985,388.394,381.398,4.289,32.7138,32.7082,25.8333,25.8296,0.0,AMBON17-002-DBO3-7.cnv,SBE9,M/V Norseman II
AMBON2017,DBO3.7,C,2017-08-07T05:51:57,-168.6045,67.7835,51.0,2,AMBON2017_002_DBO3.7,17.0,16.83,5.0318,5.0299,3.1523,3.1522,34.47,0.415,90.153,0.2734,379.599,384.989,3.691,32.7263,32.7266,25.8697,25.8698,0.0,AMBON17-002-DBO3-7.cnv,SBE9,M/V Norseman II
AMBON2017,DBO3.7,C,2017-08-07T05:51:57,-168.6045,67.7835,51.0,2,AMBON2017_002_DBO3.7,18.0,17.82,4.8665,4.8651,3.1396,3.1396,33.49,0.455,89.257,0.3049,355.002,360.808,3.088,32.7423,32.7433,25.9006,25.9013,0.0,AMBON17-002-DBO3-7.cnv,SBE9,M/V Norseman II
AMBON2017,DBO3.7,C,2017-08-07T05:51:57,-168.6045,67.7835,51.0,2,AMBON2017_002_DBO3.7,19.0,18.809,4.7607,4.7597,3.1314,3.1314,32.44,0.488,88.519,0.2015,318.696,315.493,2.501,32.7512,32.7516,25.9191,25.9193,0.0,AMBON17-002-DBO3-7.cnv,SBE9,M/V Norseman II
AMBON2017,DBO3.7,C,2017-08-07T05:51:57,-168.6045,67.7835,51.0,2,AMBON2017_002_DBO3.7,20.0,19.799,4.7276,4.7266,3.1292,3.1292,31.37,0.515,87.918,0.1274,300.54,280.792,2.034,32.7576,32.7583,25.9278,25.9282,0.0,AMBON17-002-DBO3-7.cnv,SBE9,M/V Norseman II
AMBON2017,DBO3.7,C,2017-08-07T05:51:57,-168.6045,67.7835,51.0,2,AMBON2017_002_DBO3.7,21.0,20.789,4.7168,4.7177,3.1285,3.1286,30.45,0.458,89.175,0.1138,305.49,286.147,1.708,32.7602,32.7599,25.931,25.9304,0.0,AMBON17-002-DBO3-7.cnv,SBE9,M/V Norseman II
AMBON2017,DBO3.7,C,2017-08-07T05:51:57,-168.6045,67.7835,51.0,2,AMBON2017_002_DBO3.7,22.0,21.779,4.6528,4.6534,3.1236,3.1236,29.34,0.443,89.528,0.1067,308.931,295.205,1.458,32.7653,32.7656,25.9419,25.9418,0.0,AMBON17-002-DBO3-7.cnv,SBE9,M/V Norseman II
AMBON2017,DBO3.7,C,2017-08-07T05:51:57,-168.6045,67.7835,51.0,2,AMBON2017_002_DBO3.7,23.0,22.769,4.6216,4.6203,3.1214,3.1213,28.41,0.422,89.992,0.0667,308.137,300.8,1.246,32.771,32.7709,25.9498,25.9496,0.0,AMBON17-002-DBO3-7.cnv,SBE9,M/V Norseman II
AMBON2017,DBO3.7,C,2017-08-07T05:51:57,-168.6045,67.7835,51.0,2,AMBON2017_002_DBO3.7,24.0,23.759,4.586,4.5853,3.1187,3.1187,27.39,0.357,91.466,0.0662,308.904,302.132,1.085,32.7739,32.7742,25.9559,25.9558,0.0,AMBON17-002-DBO3-7.cnv,SBE9,M/V Norseman II
AMBON2017,DBO3.7,C,2017-08-07T05:51:57,-168.6045,67.7835,51.0,2,AMBON2017_002_DBO3.7,25.0,24.749,4.5695,4.5686,3.1174,3.1173,26.42,0.345,91.728,0.0698,309.917,304.29,0.947,32.7747,32.775,25.9582,25.9583,0.0,AMBON17-002-DBO3-7.cnv,SBE9,M/V Norseman II
AMBON2017,DBO3.7,C,2017-08-07T05:51:57,-168.6045,67.7835,51.0,2,AMBON2017_002_DBO3.7,26.0,25.739,4.5202,4.5226,3.1132,3.1136,25.42,0.343,91.776,0.0933,310.325,305.586,0.823,32.7749,32.7762,25.9636,25.9641,0.0,AMBON17-002-DBO3-7.cnv,SBE9,M/V Norseman II
