Station,Bottle #,Date UTC,data type,sigma-t,sigma-t (2),salinity,salinity (2),depth (m),depth (m),temperature,temperature-2,conductivity-1,conductivity=2,V0,V1,V2,V3,V4,V5,V6,V7,altimeter (m),beam attenuation,beam transmission,fluorescence,oxygen (�mols kg-1),PAR,latitude,longitude,
AMBON2015_003,,,min,,,,,20.98,20.769,4.8095,4.8073,3.129212,3.127626,0,2.9292,0.1514,0,3.9365,0,1.3748,0.0098,27.5,0.7011,83.4566,0.296,314.043,1E-12,67.78532,-168.60614,11465
AMBON2015_003,,,max,,,,,21.63,21.413,4.8263,4.8216,3.130532,3.130167,0,2.9353,0.1624,0,3.9585,0,1.42,0.0098,28.4,0.7234,83.9227,0.3235,316.388,1E-12,67.78532,-168.60614,11513
AMBON2015_003,4,11-Aug-15,mean,25.7804,25.778,32.6904,32.6873,11.048,10.937,5.563,5.5628,3.19441,3.194111,0,3.6006,0.4294,0,3.3026,0,1.9495,0.0577,38.99,1.426,70.0131,0.9911,393.254,0.0111,67.78588,-168.60649,14514
AMBON2015_003,,23:25:00,sdev,,,,,0.31,0.307,0.0013,0.0017,0.000102,0.000131,0,0.0003,0.0113,0,0.0201,0,0.0128,0.0323,0.26,0.0243,0.425,0.0284,0.119,0.00782,0,0.00001,14
AMBON2015_003,,,min,,,,,10.349,10.245,5.5606,5.5594,3.194219,3.193891,0,3.5995,0.4176,0,3.2613,0,1.9292,0.0073,38.58,1.3976,69.138,0.9615,392.969,1E-12,67.78588,-168.6065,14490
AMBON2015_003,,,max,,,,,11.392,11.278,5.566,5.5652,3.194619,3.194318,0,3.6007,0.453,0,3.326,0,1.9744,0.1258,39.49,1.4763,70.5103,1.05,393.414,0.0283,67.78588,-168.60648,14538
AMBON2015_003,5,11-Aug-15,mean,25.7756,25.7737,32.6858,32.6833,4.831,4.783,5.5729,5.5721,3.194577,3.194289,0,3.6038,0.5614,0,3.3324,0,2.2447,0.9982,44.89,1.3899,70.6461,1.321,393.018,0.809,67.78627,-168.60652,16311
AMBON2015_003,,23:26:15,sdev,,,,,0.126,0.125,0.0001,0.0002,0.00018,0.000044,0,0.0006,0.0459,0,0.0038,0,0.0083,0.0178,0.17,0.0046,0.0804,0.1147,0.247,0.0367,0.00001,0,14
AMBON2015_003,,,min,,,,,4.645,4.598,5.5726,5.5717,3.19367,3.19412,0,3.6032,0.5018,0,3.3248,0,2.2283,0.9646,44.57,1.3844,70.4844,1.1721,392.698,0.742,67.78626,-168.60652,16287
AMBON2015_003,,,max,,,,,5.105,5.054,5.5732,5.5724,3.194673,3.194356,0,3.6044,0.6081,0,3.337,0,2.2589,1.0208,45.18,1.3991,70.7433,1.4376,393.637,0.857,67.78628,-168.60652,16335
AMBON2015_003,6,11-Aug-15,mean,25.7779,25.7755,32.6888,32.6856,4.79,4.742,5.5731,5.5725,3.194864,3.194525,0,3.5959,0.4628,0,3.3283,0,2.246,0.9587,44.92,1.395,70.5579,1.0745,391.713,0.731,67.78638,-168.60656,16826
AMBON2015_003,,23:26:36,sdev,,,,,0.094,0.093,0.0002,0.0002,0.000052,0.000047,0,0.0006,0.0198,0,0.0169,0,0.0072,0.0109,0.14,0.0202,0.3577,0.0496,0.289,0.0205,0.00001,0,14
AMBON2015_003,,,min,,,,,4.645,4.598,5.5729,5.5723,3.194707,3.194397,0,3.5946,0.4457,0,3.3077,0,2.2357,0.9377,44.71,1.3713,70.1219,1.0317,391.346,0.692,67.78636,-168.60656,16802
AMBON2015_003,,,max,,,,,5.011,4.96,5.5736,5.5728,3.194961,3.194593,0,3.5971,0.547,0,3.348,0,2.2625,0.9744,45.25,1.4197,70.9764,1.285,392.428,0.761,67.78638,-168.60656,16850
AMBON2015_004,1,12-Aug-15,mean,25.8622,25.8612,32.6036,32.6023,54.013,53.466,4.1845,4.1838,3.071363,3.071193,0,2.2883,0.059,0,1.3305,0,0.0581,0.0098,1.16,5.0646,28.194,0.0651,235.812,1E-12,67.89814,-168.23866,3205
AMBON2015_004,,1:41:24,sdev,,,,,0.115,0.114,0.0002,0.0004,0.000551,0.000037,0,0.0004,0.0011,0,0.0183,0,0.0134,0,0.27,0.0552,0.3883,0.0029,0.097,0,0,0.00001,14
AMBON2015_004,,,min,,,,,53.885,53.34,4.184,4.183,3.067853,3.071109,0,2.2882,0.0574,0,1.3065,0,0.0379,0.0098,0.76,5.012,27.684,0.061,235.704,1E-12,67.89814,-168.23866,3181
AMBON2015_004,,,max,,,,,54.231,53.682,4.1849,4.1849,3.071517,3.071285,0,2.2894,0.0598,0,1.348,0,0.0842,0.0098,1.68,5.1373,28.5644,0.0671,236.056,1E-12,67.89814,-168.23864,3229
AMBON2015_004,2,12-Aug-15,mean,25.8613,25.8594,32.6034,32.6009,54.029,53.482,4.1917,4.191,3.071955,3.07168,0,2.2882,0.0576,0,1.4257,0,0.0579,0.0098,1.16,4.7885,30.2136,0.0614,236.176,1E-12,67.89817,-168.2387,3367
AMBON2015_004,,1:41:31,sdev,,,,,0.188,0.186,0.001,0.0011,0.000068,0.000056,0,0.0002,0.0012,0,0.031,0,0.0127,0,0.25,0.087,0.6569,0.003,0.098,0,0.00001,0.00001,14
AMBON2015_004,,,min,,,,,53.736,53.192,4.1892,4.1865,3.071794,3.071444,0,2.2869,0.0562,0,1.3895,0,0.0427,0.0098,0.85,4.6616,29.4447,0.0579,235.898,1E-12,67.89816,-168.2387,3343
AMBON2015_004,,,max,,,,,54.333,53.783,4.1928,4.1922,3.072044,3.071751,0,2.2882,0.0586,0,1.4713,0,0.0855,0.0098,1.71,4.8906,31.1795,0.064,236.325,1E-12,67.89818,-168.2387,3391
AMBON2015_004,3,12-Aug-15,mean,25.8462,25.8444,32.5921,32.5898,39.012,38.619,4.2516,4.2505,3.075399,3.075098,0,2.3482,0.0474,0,3.2157,0,0.8516,0.0098,17.03,1.5326,68.1705,0.036,242.724,1E-12,67.89849,-168.23962,5272
AMBON2015_004,,1:42:50,sdev,,,,,0.401,0.396,0.0002,0.0002,0.000013,0.000021,0,0.0004,0.0004,0,0.0039,0,0.0119,0,0.24,0.0049,0.0834,0.0011,0.246,0,0.00001,0.00001,14
AMBON2015_004,,,min,,,,,38.543,38.154,4.2511,4.2499,3.075371,3.075066,0,2.348,0.0464,0,3.21,0,0.8315,0.0098,16.63,1.526,68.0505,0.0335,242.425,1E-12,67.89848,-168.23962,5248
AMBON2015_004,,,max,,,,,39.804,39.402,4.2519,4.2509,3.075421,3.07514,0,2.3492,0.0476,0,3.221,0,0.8816,0.0098,17.63,1.5397,68.2836,0.0365,243.371,1E-12,67.8985,-168.2396,5296
AMBON2015_004,4,12-Aug-15,mean,25.8387,25.8368,32.5865,32.5839,29.739,29.439,4.2804,4.2793,3.076939,3.076628,0,2.4307,0.0459,0,4.017,0,1.3765,0.0098,27.53,0.6425,85.1623,0.0322,253.205,1E-12,67.89875,-168.24115,7458
AMBON2015_004,,1:44:21,sdev,,,,,0.095,0.094,0.0003,0.0006,0.000025,0.000038,0,0.0006,0.0006,0,0.0057,0,0.0054,0,0.11,0.0056,0.1201,0.0015,0.227,0,0.00001,0.00001,14
AMBON2015_004,,,min,,,,,29.61,29.312,4.2797,4.2784,3.076868,3.076553,0,2.4298,0.0452,0,4.011,0,1.3687,0.0098,27.37,0.6326,85.036,0.0304,252.843,1E-12,67.89874,-168.24116,7434
AMBON2015_004,,,max,,,,,29.956,29.654,4.281,4.28,3.07699,3.076689,0,2.4322,0.0464,0,4.0269,0,1.3883,0.0098,27.77,0.6484,85.3726,0.0335,253.786,1E-12,67.89876,-168.24112,7482
AMBON2015_004,5,12-Aug-15,mean,25.7876,25.786,32.5461,32.5443,20.421,20.216,4.4651,4.467,3.0887,3.088703,0,2.5524,0.0427,0,4.5195,0,1.8391,0.0097,36.78,0.1711,95.819,0.0243,268.535,1E-12,67.8993,-168.24186,9660
AMBON2015_004,,1:45:53,sdev,,,,,0.111,0.11,0.0041,0.0086,0.000521,0.000981,0,0.0006,0,0,0.0502,0,0.0057,0.0003,0.11,0.0446,1.0651,0,0.129,0,0,0.00001,14
AMBON2015_004,,,min,,,,,20.129,19.927,4.4609,4.4583,3.088099,3.087587,0,2.5519,0.0427,0,4.4432,0,1.8291,0.0085,36.58,0.1326,94.202,0.0243,268.201,1E-12,67.8993,-168.24186,9636
AMBON2015_004,,,max,,,,,20.577,20.37,4.474,4.485,3.089735,3.090748,0,2.5531,0.0427,0,4.5629,0,1.8523,0.0098,37.05,0.2389,96.7395,0.0243,268.734,1E-12,67.8993,-168.24184,9684
AMBON2015_004,6,12-Aug-15,mean,25.5207,25.5183,32.4227,32.4197,9.174,9.082,5.9663,5.9666,3.205126,3.204883,0,3.6493,0.5382,0,3.1791,0,2.4038,0.0087,48.07,1.5784,67.3958,1.2631,396.073,1E-12,67.89969,-168.24256,11492
AMBON2015_004,,1:47:09,sdev,,,,,0.171,0.169,0.0013,0.0019,0.000067,0.000103,0,0.0009,0.05,0,0.0026,0,0.0043,0.0005,0.09,0.0033,0.056,0.1249,0.304,0,0.00001,0.00001,14
AMBON2015_004,,,min,,,,,8.984,8.894,5.9635,5.9643,3.204968,3.204759,0,3.6484,0.4737,0,3.1734,0,2.3968,0.0085,47.94,1.5733,67.2737,1.1019,395.637,1E-12,67.89968,-168.24256,11468
AMBON2015_004,,,max,,,,,9.546,9.451,5.9689,5.9706,3.205262,3.205134,0,3.6508,0.5873,0,3.1832,0,2.4127,0.0098,48.25,1.5856,67.4809,1.3858,396.669,1E-12,67.8997,-168.24254,11516
AMBON2015_004,7,12-Aug-15,mean,25.5093,25.5074,32.4114,32.4088,4.081,4.04,5.9859,5.985,3.205572,3.205257,0,3.6463,0.5146,0,3.1819,0,2.813,0.2816,56.26,1.5749,67.4545,1.2039,396.355,0.0808,67.90019,-168.24313,13574
AMBON2015_004,,1:48:36,sdev,,,,,0.182,0.18,0.0002,0.0002,0.000021,0.00002,0,0.0014,0.0046,0,0.005,0,0.6908,0.0272,13.82,0.0062,0.1047,0.0114,0.065,0.0109,0.00001,0.00001,14
AMBON2015_004,,,min,,,,,3.856,3.817,5.9855,5.9842,3.205503,3.205219,0,3.6435,0.5092,0,3.1709,0,2.4542,0.2357,49.08,1.5702,67.222,1.1904,396.216,0.0631,67.90018,-168.24314,13550
AMBON2015_004,,,max,,,,,4.459,4.414,5.9863,5.9852,3.205621,3.205312,0,3.6484,0.5214,0,3.1856,0,4.7607,0.3272,95.21,1.5887,67.5327,1.2209,396.469,0.0997,67.9002,-168.24312,13598
AMBON2015_005,1,12-Aug-15,mean,25.5373,25.5351,32.2588,32.256,46.672,46.2,4.6805,4.6801,3.083285,3.083012,0,2.3186,0.0531,0,2.5218,0,0.2964,0.0098,5.93,2.506,53.4556,0.0503,237.113,1E-12,68.01308,-167.86885,3698
AMBON2015_005,,4/23/2012,sdev,,,,,0.195,0.193,0.0005,0.0005,0.000054,0.000065,0,0.001,0.0018,0,0.0481,0,0.0039,0,0.08,0.0749,1.0209,0.0046,0.424,0,0,0.00001,14
AMBON2015_005,,,min,,,,,46.444,45.975,4.6795,4.6789,3.08316,3.082851,0,2.3175,0.0513,0,2.4591,0,0.2869,0.0098,5.74,2.2799,52.1266,0.0457,236.53,1E-12,68.01308,-167.86886,3674
AMBON2015_005,,,max,,,,,47.041,46.565,4.6814,4.6807,3.083377,3.08309,0,2.3199,0.0549,0,2.6679,0,0.304,0.0098,6.08,2.606,56.5542,0.0549,237.727,1E-12,68.01308,-167.86884,3722
AMBON2015_005,2,12-Aug-15,mean,25.5375,25.5352,32.2593,32.2562,46.933,46.458,4.6817,4.6811,3.083434,3.083119,0,2.3069,0.0529,0,2.2955,0,0.2669,0.0098,5.34,2.884,48.6575,0.0498,235.551,1E-12,68.01316,-167.86904,4098
AMBON2015_005,,4/23/2029,sdev,,,,,0.223,0.22,0.0002,0.0002,0.000019,0.00006,0,0.0006,0.0018,0,0.0819,0,0.0124,0,0.25,0.1431,1.736,0.0046,0.115,0,0.00001,0.00001,14
AMBON2015_005,,,min,,,,,46.688,46.216,4.6811,4.6807,3.083394,3.0828,0,2.3065,0.0501,0,2.1905,0,0.2454,0.0098,4.91,2.6964,46.4302,0.0427,235.312,1E-12,68.01314,-167.86904,4074
AMBON2015_005,,,max,,,,,47.407,46.927,4.6821,4.6814,3.083483,3.083164,0,2.3077,0.0549,0,2.4042,0,0.2857,0.0098,5.71,3.0689,50.9614,0.0549,235.82,1E-12,68.01316,-167.86902,4122
AMBON2015_005,3,12-Aug-15,mean,25.41,25.4072,32.1243,32.1206,29.916,29.615,4.8726,4.8714,3.087051,3.086625,0,2.4662,0.054,0,4.3053,0,1.142,0.0098,22.84,0.3651,91.2777,0.0527,253.843,1E-12,68.01383,-167.86976,6438
AMBON2015_005,,4/25/2006,sdev,,,,,0.387,0.383,0.0012,0.0013,0.000185,0.000247,0,0.0018,0.0012,0,0.0041,0,0.0075,0,0.15,0.0038,0.0871,0.003,0.649,0,0.00001,0.00001,14
AMBON2015_005,,,min,,,,,29.369,29.074,4.8714,4.8702,3.086852,3.086362,0,2.464,0.0513,0,4.3004,0,1.1245,0.0098,22.49,0.3606,91.1726,0.0457,253.057,1E-12,68.01382,-167.86976,6414
AMBON2015_005,,,max,,,,,30.515,30.207,4.876,4.8745,3.087519,3.087165,0,2.4689,0.0549,0,4.3101,0,1.1526,0.0098,23.05,0.3697,91.3797,0.0549,254.957,1E-12,68.01384,-167.86974,6462
AMBON2015_005,4,12-Aug-15,mean,25.3331,25.3336,32.0593,32.0571,22.089,21.867,5.1055,5.0846,3.10061,3.098661,0,2.5568,0.0482,0,4.5435,0,1.5173,0.0098,30.35,0.1496,96.3284,0.038,265.364,1E-12,68.01462,-167.87108,9355
AMBON2015_005,,4/27/2008,sdev,,,,,0.194,0.192,0.0247,0.0241,0.001972,0.001916,0,0.0002,0.0006,0,0.0126,0,0.0049,0,0.1,0.0111,0.2661,0.0016,0.219,0,0.00001,0.00001,14
AMBON2015_005,,,min,,,,,21.78,21.561,5.0663,5.0541,3.097724,3.09611,0,2.5556,0.0476,0,4.5287,0,1.5104,0.0098,30.21,0.138,96.0145,0.0365,265.068,1E-12,68.0146,-167.87108,9331
AMBON2015_005,,,max,,,,,22.423,22.198,5.1448,5.125,3.103634,3.101584,0,2.5568,0.0488,0,4.5568,0,1.5287,0.0098,30.57,0.1627,96.61,0.0396,265.74,1E-12,68.01462,-167.87106,9379
AMBON2015_005,5,12-Aug-15,mean,24.8182,24.8184,31.755,31.7543,10.781,10.673,7.3404,7.3343,3.261653,3.261069,0,2.8825,0.0636,0,4.4045,0,2.1043,0.0361,42.09,0.2739,93.3808,0.0764,291.171,0.00584,68.01527,-167.87184,11312
AMBON2015_005,,4/28/2029,sdev,,,,,0.321,0.318,0.0167,0.0218,0.000909,0.001086,0,0.0005,0.0005,0,0.0074,0,0.0158,0.017,0.32,0.0067,0.157,0.0013,0.13,0.00387,0.00001,0.00001,14
AMBON2015_005,,,min,,,,,10.099,9.998,7.3147,7.289,3.260305,3.25914,0,2.8816,0.0635,0,4.3956,0,2.0818,0.0085,41.64,0.261,93.1922,0.0762,290.831,1E-12,68.01526,-167.87186,11288
AMBON2015_005,,,max,,,,,11.149,11.037,7.3625,7.3599,3.262934,3.262482,0,2.8828,0.0672,0,4.4188,0,2.1319,0.0781,42.64,0.282,93.6841,0.0854,291.364,0.0158,68.01528,-167.87184,11336
AMBON2015_005,6,12-Aug-15,mean,24.8094,24.8071,31.7482,31.7452,4.454,4.409,7.3652,7.3648,3.262868,3.262554,0,2.8801,0.0647,0,4.411,0,2.394,0.3355,47.88,0.268,93.5182,0.0794,290.142,0.104,68.01582,-167.87227,13211
AMBON2015_005,,4/29/1949,sdev,,,,,0.277,0.274,0.0003,0.0003,0.000022,0.00003,0,0.0004,0.0008,0,0.0015,0,0.0092,0.0407,0.18,0.0014,0.0326,0.0021,0.089,0.0184,0,0.00001,14
AMBON2015_005,,,min,,,,,4.063,4.022,7.3648,7.3642,3.262819,3.262491,0,2.8791,0.0635,0,4.4078,0,2.3822,0.2552,47.64,0.2665,93.4511,0.0762,289.937,0.0703,68.01582,-167.87228,13187
AMBON2015_005,,,max,,,,,5.012,4.961,7.3658,7.3653,3.26291,3.262608,0,2.8803,0.0659,0,4.4127,0,2.4115,0.4457,48.23,0.2709,93.5547,0.0823,290.351,0.16,68.01582,-167.87226,13235
AMBON2015_006,1,12-Aug-15,mean,25.2254,25.2231,32.0327,32.0299,44.327,43.879,5.8629,5.8632,3.163055,3.162832,0,2.6098,0.0713,0,3.3398,0,0.2742,0.0098,5.48,1.3812,70.802,0.0958,267.476,1E-12,68.12647,-167.4989,3299
AMBON2015_006,,6:45:48,sdev,,,,,0.145,0.144,0.0008,0.001,0.000063,0.000089,0,0.0007,0.0009,0,0.0205,0,0.0039,0,0.08,0.0245,0.4345,0.0024,0.301,0,0.00001,0.00002,14
AMBON2015_006,,,min,,,,,44,43.554,5.8615,5.8619,3.162922,3.162737,0,2.6081,0.0684,0,3.315,0,0.2686,0.0098,5.37,1.3451,70.2773,0.0884,266.954,1E-12,68.12646,-167.49892,3275
AMBON2015_006,,,max,,,,,44.501,44.051,5.8638,5.8651,3.163135,3.163018,0,2.6105,0.072,0,3.37,0,0.2845,0.0098,5.69,1.4109,71.4424,0.0976,267.83,1E-12,68.12648,-167.49888,3323
AMBON2015_006,2,12-Aug-15,mean,25.2247,25.2219,32.0326,32.0293,44.864,44.409,5.8681,5.8691,3.163517,3.163299,0,2.6071,0.0721,0,3.4042,0,0.2479,0.0098,4.96,1.305,72.1674,0.0977,267.218,1E-12,68.12655,-167.49894,3492
AMBON2015_006,,6:45:56,sdev,,,,,0.075,0.074,0.0007,0.0008,0.000061,0.00022,0,0.0006,0.0016,0,0.0391,0,0.0058,0,0.11,0.0461,0.8302,0.0039,0.186,0,0.00001,0,14
AMBON2015_006,,,min,,,,,44.705,44.252,5.8664,5.8677,3.163343,3.162145,0,2.6068,0.0696,0,3.3578,0,0.2393,0.0098,4.79,1.252,71.1835,0.0915,266.978,1E-12,68.12654,-167.49894,3468
AMBON2015_006,,,max,,,,,44.949,44.494,5.8697,5.8706,3.163669,3.163507,0,2.6081,0.0733,0,3.4493,0,0.2625,0.0098,5.25,1.3596,73.1255,0.1007,267.625,1E-12,68.12656,-167.49894,3516
AMBON2015_006,3,12-Aug-15,mean,25.2161,25.2135,32.0311,32.0281,31.456,31.139,5.9289,5.931,3.167938,3.167853,0,2.6206,0.06,0,3.3838,0,0.9212,0.0098,18.42,1.3289,71.7362,0.0677,267.879,1E-12,68.1273,-167.49956,6167
AMBON2015_006,,6:47:47,sdev,,,,,0.167,0.165,0.0063,0.007,0.000516,0.000593,0,0.001,0.0007,0,0.0321,0,0.011,0,0.22,0.0376,0.6796,0.0017,0.296,0,0,0,14
AMBON2015_006,,,min,,,,,31.074,30.76,5.9207,5.9195,3.167253,3.166922,0,2.619,0.0598,0,3.3651,0,0.9096,0.0098,18.19,1.2364,71.3389,0.0671,267.266,1E-12,68.1273,-167.4996,6143
AMBON2015_006,,,max,,,,,31.677,31.358,5.9392,5.9372,3.168837,3.168429,0,2.6227,0.0623,0,3.4628,0,0.9463,0.0098,18.93,1.3509,73.4103,0.0732,268.192,1E-12,68.1273,-167.49956,6191
AMBON2015_006,4,12-Aug-15,mean,25.2167,25.2146,32.0318,32.029,30.928,30.616,5.9283,5.9274,3.167929,3.167602,0,2.6203,0.0663,0,3.4801,0,0.9541,0.0098,19.08,1.2164,73.7797,0.0831,268.122,1E-12,68.12742,-167.49976,6496
AMBON2015_006,,6:48:01,sdev,,,,,0.33,0.327,0.0056,0.0053,0.000491,0.000477,0,0.0002,0.0012,0,0.0233,0,0.0093,0,0.19,0.0268,0.4952,0.0031,0.097,0,0.00001,0.00001,14
AMBON2015_006,,,min,,,,,30.478,30.17,5.921,5.9213,3.167309,3.167043,0,2.6203,0.0635,0,3.4603,0,0.9328,0.0098,18.66,1.1776,73.3585,0.0762,267.97,1E-12,68.1274,-167.49976,6472
AMBON2015_006,,,max,,,,,31.576,31.257,5.937,5.9375,3.168724,3.16852,0,2.6215,0.0672,0,3.514,0,0.967,0.0098,19.34,1.2392,74.4978,0.0854,268.357,1E-12,68.12742,-167.49976,6520
AMBON2015_006,5,12-Aug-15,mean,25.2057,25.2038,32.0358,32.033,20.678,20.47,6.0451,6.0429,3.177731,3.177301,0,2.6625,0.0723,0,3.6897,0.0222,1.4629,0.8319,29.26,0.9829,78.222,0.0982,273.091,0.522,68.12783,-167.49988,8088
AMBON2015_006,,6:49:07,sdev,,,,,0.114,0.113,0.0064,0.0041,0.000536,0.000353,0,0.0011,0.0024,0,0.0567,0.0164,0.0051,0.0077,0.1,0.0616,1.2027,0.0059,0.096,0.0108,0.00001,0,14
AMBON2015_006,,,min,,,,,20.489,20.283,6.0349,6.0384,3.176826,3.176892,0,2.6606,0.0696,0,3.6178,0,1.4542,0.812,29.08,0.9205,76.6986,0.0915,272.913,0.494,68.12782,-167.49988,8064
AMBON2015_006,,,max,,,,,20.943,20.732,6.0576,6.0513,3.178772,3.178038,0,2.6642,0.0745,0,3.7473,0.0501,1.4725,0.8413,29.45,1.0611,79.4432,0.1037,273.289,0.535,68.12784,-167.49988,8112
AMBON2015_006,6,12-Aug-15,mean,25.2065,25.2043,32.035,32.0325,21.062,20.85,6.0335,6.0347,3.176703,3.176571,0,2.6608,0.0673,0,3.6906,0.0153,1.448,0.8217,28.96,0.9815,78.2416,0.0857,271.868,0.51,68.12795,-167.5,8440
AMBON2015_006,,6:49:22,sdev,,,,,0.306,0.303,0.004,0.0041,0.000388,0.000378,0,0.0005,0.0013,0,0.0119,0.0221,0.0082,0.0398,0.16,0.0129,0.2527,0.0031,0.138,0.0556,0.00001,0.00001,14
AMBON2015_006,,,min,,,,,20.489,20.283,6.0287,6.0287,3.176213,3.175989,0,2.6606,0.0659,0,3.6728,0,1.4298,0.7705,28.6,0.969,77.8638,0.0823,271.671,0.441,68.12794,-167.50002,8416
AMBON2015_006,,,max,,,,,21.438,21.222,6.0438,6.0422,3.177664,3.177278,0,2.6618,0.0696,0,3.7021,0.0659,1.4615,0.8864,29.23,1.0008,78.4852,0.0915,272.217,0.604,68.12796,-167.49998,8464
AMBON2015_006,7,12-Aug-15,mean,25.0526,25.0374,32.0186,32.0059,10.3,10.196,7.139,7.1781,3.26883,3.270996,0,2.9318,0.0662,0,4.4175,0,1.9326,1.6694,38.65,0.2621,93.6577,0.083,296.852,4.14,68.12874,-167.50043,11402
AMBON2015_006,,6:51:25,sdev,,,,,0.377,0.373,0.054,0.0417,0.003264,0.002536,0,0.0017,0.0023,0,0.0079,0,0.0112,0.0223,0.22,0.0072,0.1688,0.0057,0.636,0.218,0,0.00001,14
AMBON2015_006,,,min,,,,,9.71,9.613,7.0705,7.1068,3.264591,3.266346,0,2.9292,0.0635,0,4.3993,0,1.9194,1.6386,38.39,0.2488,93.2699,0.0762,296.219,3.84,68.12874,-167.50044,11378
AMBON2015_006,,,max,,,,,10.957,10.847,7.2095,7.2338,3.273028,3.274253,0,2.9353,0.0708,0,4.4322,0,1.9585,1.7057,39.17,0.2787,93.969,0.0945,298.415,4.5,68.12874,-167.50042,11426
AMBON2015_006,8,12-Aug-15,mean,25.0425,25.0404,32.0109,32.0081,10.634,10.527,7.1687,7.1681,3.270662,3.270358,0,2.9268,0.0672,0,4.4405,0,1.9298,1.6478,38.6,0.2414,94.1434,0.0854,296.212,3.93,68.12884,-167.50047,11775
AMBON2015_006,,6:51:41,sdev,,,,,0.115,0.114,0.0055,0.0079,0.00031,0.000499,0,0.0014,0.0013,0,0.0057,0,0.0033,0.0069,0.07,0.0051,0.1208,0.0031,0.283,0.0639,0,0.00001,14
AMBON2015_006,,,min,,,,,10.36,10.256,7.159,7.1549,3.270122,3.269493,0,2.9243,0.0659,0,4.4322,0,1.9255,1.6398,38.51,0.2345,93.969,0.0823,295.537,3.86,68.12884,-167.50048,11751
AMBON2015_006,,,max,,,,,10.76,10.652,7.1788,7.18,3.271265,3.271134,0,2.9292,0.0684,0,4.4481,0,1.9389,1.6618,38.78,0.2488,94.3056,0.0884,296.699,4.06,68.12884,-167.50046,11799
AMBON2015_006,9,12-Aug-15,mean,24.957,24.9547,31.9439,31.9409,2.531,2.506,7.4108,7.4101,3.284831,3.284482,0,2.8902,0.0601,0,4.4538,0,2.1762,2.1511,43.52,0.2293,94.4271,0.0679,290.421,12.8,68.12951,-167.5005,14146
AMBON2015_006,,6:53:19,sdev,,,,,0.044,0.043,0.0003,0.0002,0.000019,0.000023,0,0.0004,0.0006,0,0.0008,0,0.5191,0.0351,10.38,0.0007,0.0169,0.0013,0.127,1.03,0.00001,0,14
AMBON2015_006,,,min,,,,,2.428,2.404,7.4103,7.4097,3.284785,3.284438,0,2.8889,0.0598,0,4.453,0,0.3846,2.0928,7.69,0.2279,94.4091,0.0671,290.155,11.1,68.1295,-167.5005,14122
AMBON2015_006,,,max,,,,,2.611,2.585,7.4111,7.4107,3.284876,3.284531,0,2.8913,0.0611,0,4.4554,0,2.3455,2.199,46.91,0.2301,94.4609,0.0701,290.684,14.2,68.12952,-167.5005,14170
AMBON2015_006,10,12-Aug-15,mean,24.9575,24.9552,31.9444,31.9413,1.933,1.913,7.41,7.4093,3.284777,3.284439,0,2.8877,0.0586,0,4.4546,0,2.3646,2.2106,47.29,0.2287,94.4419,0.064,289.888,14.7,68.12966,-167.50053,14639
AMBON2015_006,,6:53:40,sdev,,,,,0.166,0.164,0.0001,0.0001,0.000013,0.000019,0,0.0009,0,0,0.0016,0,0.0068,0.0493,0.14,0.0014,0.0338,0,0.55,1.65,0,0.00001,14
AMBON2015_006,,,min,,,,,1.71,1.693,7.4097,7.4091,3.284751,3.284403,0,2.8864,0.0586,0,4.453,0,2.3492,2.116,46.98,0.2268,94.4091,0.064,289.171,11.7,68.12966,-167.50054,14615
AMBON2015_006,,,max,,,,,2.313,2.29,7.4102,7.4096,3.284808,3.28449,0,2.8889,0.0586,0,4.4567,0,2.3748,2.2759,47.5,0.2301,94.4868,0.064,290.79,17,68.12968,-167.50052,14663
AMBON2015_007,1,12-Aug-15,mean,24.9286,24.9269,31.9008,31.8986,41.15,40.734,7.3742,7.3735,3.279358,3.279087,0,2.8266,0.0776,0,3.7208,0,0.1948,0.0119,3.9,0.9491,78.8831,0.1114,284.681,0.000446,68.18829,-167.30579,4025
AMBON2015_007,,20:16:31,sdev,,,,,0.181,0.179,0.0003,0.0001,0.000045,0.000034,0,0.0002,0.002,0,0.0449,0,0.0129,0.0039,0.26,0.0483,0.9529,0.0049,0.136,0.000833,0.00001,0.00001,14
AMBON2015_007,,,min,,,,,40.706,40.294,7.3737,7.3732,3.279228,3.278984,0,2.8266,0.072,0,3.6728,0,0.1795,0.0098,3.59,0.8893,77.8638,0.0976,284.459,1E-12,68.18828,-167.3058,4001
AMBON2015_007,,,max,,,,,41.357,40.938,7.3748,7.3737,3.27945,3.279136,0,2.8278,0.0794,0,3.7766,0,0.2247,0.0269,4.49,1.0008,80.0647,0.1159,284.824,0.00369,68.1883,-167.30578,4049
AMBON2015_007,2,12-Aug-15,mean,24.9274,24.9256,31.8992,31.8966,29.748,29.448,7.3725,7.3713,3.278578,3.278239,0,2.8291,0.0724,0,3.7122,0.0795,0.8346,0.6844,16.69,0.958,78.7008,0.0985,284.309,0.346,68.18893,-167.30484,6916
AMBON2015_007,,20:18:31,sdev,,,,,0.329,0.326,0.0001,0.0002,0.00003,0.00005,0,0.0002,0.0023,0,0.0056,0.0085,0.0089,0.0287,0.18,0.006,0.1186,0.0056,0.084,0.0282,0.00001,0.00002,14
