Station Number,Station Name,Date,Latitude,Longitude,Depth (m),Temperature,Salinity,Bottle #,Chla Conc (ug/L),Ammonia [µmol/L],Phosphate [µmol/L],Nitrite + Nitrate [µmol/L],Silicate [µmol/L],delta O-18
AMBON2015_043, ML4.14,20150822,72.497,-164.103,44,-1.15,32.48,2,,,,,,
AMBON2015_043, ML4.14,20150822,72.497,-164.103,30,-1.04,32.47,3,4.68,2.58,1.52,8.93,12.46,
AMBON2015_043, ML4.14,20150822,72.497,-164.103,30,-1.04,32.47,4,,,,,,
AMBON2015_043, ML4.14,20150822,72.497,-164.103,20,0.83,32.23,5,0.29,0.25,0.61,0.37,4.63,
AMBON2015_043, ML4.14,20150822,72.497,-164.103,10,5.46,30.99,6,0.25,0.57,0.38,0.29,4.63,
AMBON2015_043, ML4.14,20150822,72.497,-164.103,5,5.47,30.99,7,0.09,0.84,0.41,0.25,4.63,-1.44
AMBON2015_044, ML3.14,20150822,72.12,-165.359,40,1.63,32.23,1,0.42,3.84,1.22,3.71,16.73,-0.68
AMBON2015_044, ML3.14,20150822,72.12,-165.359,31,1.86,32.22,2,1.28,3.24,1.15,3.59,15.66,
AMBON2015_044, ML3.14,20150822,72.12,-165.359,20,6.96,31.65,3,0.77,0.61,0.48,0.19,3.91,
AMBON2015_044, ML3.14,20150822,72.12,-165.359,10,7.32,31.43,4,0.33,0.28,1.53,0.14,4.27,
AMBON2015_044, ML3.14,20150822,72.12,-165.359,5,7.31,31.42,5,0.39,0.24,0.47,0.14,4.27,-1.29
AMBON2015_045, ML3.13,20150823,71.994,-164.954,36,1.41,32.08,1,0.66,2.65,1.01,3.87,15.66,-1
AMBON2015_045, ML3.13,20150823,71.994,-164.954,31,1.6,32.07,2,0.94,2.34,1.05,1.67,17.08,
AMBON2015_045, ML3.13,20150823,71.994,-164.954,20,4.16,31.97,3,0.8,0.7,0.59,0.27,6.05,
AMBON2015_045, ML3.13,20150823,71.994,-164.954,9,7.07,31.19,4,0.41,0.22,0.51,0.35,5.69,
AMBON2015_045, ML3.13,20150823,71.994,-164.954,5,7.29,31.11,5,0.17,0.24,0.51,0.2,5.69,-1.65
AMBON2015_045, ML3.13,20150823,71.994,-164.954,5,7.31,31.1,6,,,,,,
AMBON2015_046, ML3.12,20150823,71.871,-164.556,34,1.13,32.11,1,0.58,2.84,0.84,0.89,12.1,-1.27
AMBON2015_046, ML3.12,20150823,71.871,-164.556,20,6.21,31.44,2,0.42,0.37,0.5,0.51,6.41,
AMBON2015_046, ML3.12,20150823,71.871,-164.556,9,6.68,31.38,3,0.37,0.4,0.51,0.69,5.69,
AMBON2015_046, ML3.12,20150823,71.871,-164.556,5,6.68,31.38,4,0.38,0.34,0.46,0.16,5.69,-1.35
AMBON2015_047, ML3.11,20150823,71.745,-164.166,33,1.49,32.18,1,1.36,3.22,1.04,1.06,17.08,-1.02
AMBON2015_047, ML3.11,20150823,71.745,-164.166,20,2.27,32.1,2,1.55,0.49,0.68,1.14,9.25,
AMBON2015_047, ML3.11,20150823,71.745,-164.166,10,5.99,31.08,3,0.3,0.25,0.4,0.3,4.27,
AMBON2015_047, ML3.11,20150823,71.745,-164.166,5,5.82,30.77,4,0.23,0.27,0.36,0.14,3.91,-1.13
AMBON2015_048, ML3.10 AND DBO4.6,20150823,71.617,-163.766,37,0.72,32.21,1,,,,,,
AMBON2015_048, ML3.10 AND DBO4.6,20150823,71.617,-163.766,37,0.71,32.21,2,,,,,,
AMBON2015_048, ML3.10 AND DBO4.6,20150823,71.617,-163.766,37,0.71,32.21,3,,,,,,
AMBON2015_048, ML3.10 AND DBO4.6,20150823,71.617,-163.766,36,0.71,32.21,4,1.79,2.3,1.24,1.41,13.52,-0.77
AMBON2015_048, ML3.10 AND DBO4.6,20150823,71.617,-163.766,30,0.73,32.21,5,1.72,1.87,1.13,1.34,13.17,
AMBON2015_048, ML3.10 AND DBO4.6,20150823,71.617,-163.766,20,6.16,31.63,6,0.38,0.32,1.15,0.14,3.91,
AMBON2015_048, ML3.10 AND DBO4.6,20150823,71.617,-163.766,9,5.86,30.99,7,0.22,0.62,0.36,0.28,3.56,
AMBON2015_048, ML3.10 AND DBO4.6,20150823,71.617,-163.766,4,5.51,30.03,8,0.21,0.29,0.27,0.2,3.56,-1.19
AMBON2015_050, ML3.9 AND DBO4.5,20150823,71.488,-163.393,38,0.71,32.23,1,2.12,3.68,1.5,2.66,14.23,-1.06
AMBON2015_050, ML3.9 AND DBO4.5,20150823,71.488,-163.393,31,0.73,32.22,2,1.62,2.41,1.05,2.34,12.81,
AMBON2015_050, ML3.9 AND DBO4.5,20150823,71.488,-163.393,31,0.73,32.22,3,,,,,,
AMBON2015_050, ML3.9 AND DBO4.5,20150823,71.488,-163.393,26,1.06,32.21,4,3.09,,,,,
AMBON2015_050, ML3.9 AND DBO4.5,20150823,71.488,-163.393,20,6.06,31.58,5,0.28,0.24,0.4,0.25,2.85,
AMBON2015_050, ML3.9 AND DBO4.5,20150823,71.488,-163.393,11,5.99,31.03,6,0.19,0.22,0.35,0.59,3.56,
AMBON2015_050, ML3.9 AND DBO4.5,20150823,71.488,-163.393,5,5.82,30.67,7,0.23,0.61,0.29,0.59,3.56,-1.27
AMBON2015_052, ML3.8 AND DBO4.4,20150824,71.362,-163.003,40,-0.28,32.2,1,,,,,,
AMBON2015_052, ML3.8 AND DBO4.4,20150824,71.362,-163.003,40,-0.28,32.2,2,,,,,,
AMBON2015_052, ML3.8 AND DBO4.4,20150824,71.362,-163.003,40,-0.28,32.2,3,,,,,,
AMBON2015_052, ML3.8 AND DBO4.4,20150824,71.362,-163.003,40,-0.28,32.2,4,4.2,2.65,1.05,6.99,9.25,-0.6
AMBON2015_052, ML3.8 AND DBO4.4,20150824,71.362,-163.003,30,-0.33,32.08,5,0.39,0.6,0.48,0.59,15.3,-0.84
AMBON2015_052, ML3.8 AND DBO4.4,20150824,71.362,-163.003,20,5.02,31.41,6,0.21,0.35,0.39,1.25,4.27,-0.94
AMBON2015_052, ML3.8 AND DBO4.4,20150824,71.362,-163.003,10,5.34,29.79,7,0.15,0.23,1.18,0.37,4.27,-0.94
AMBON2015_052, ML3.8 AND DBO4.4,20150824,71.362,-163.003,5,5.5,29.51,8,0.18,0.29,0.21,0.27,3.91,-1.19
AMBON2015_052, ML3.8 AND DBO4.4,20150824,71.362,-163.003,5,5.5,29.51,9,,,,,,
AMBON2015_054, ML3.7 AND DBO4.3,20150824,71.233,-162.636,41,-1.3,32.26,1,11.36,3.66,1.42,10.21,18.51,-0.34
AMBON2015_054, ML3.7 AND DBO4.3,20150824,71.233,-162.636,30,-0.12,32.18,2,1.68,0.79,1.4,2.61,8.19,-0.28
AMBON2015_054, ML3.7 AND DBO4.3,20150824,71.233,-162.636,20,5.76,31.52,3,0.28,0.36,0.33,0.32,2.49,-0.13
AMBON2015_054, ML3.7 AND DBO4.3,20150824,71.233,-162.636,10,5.99,30.8,4,0.22,1.08,0.33,0.34,4.98,-0.55
AMBON2015_054, ML3.7 AND DBO4.3,20150824,71.233,-162.636,5,5.73,30.25,5,0.19,0.35,0.27,0.29,4.27,-0.91
AMBON2015_056, ML3.6 AND DBO4.2,20150824,71.104,-162.255,42,-1.19,32.27,1,2.66,6.73,1.27,3.73,6.41,-0.82
AMBON2015_056, ML3.6 AND DBO4.2,20150824,71.104,-162.255,30,-1,32.07,2,0.35,2.58,0.41,0.27,15.3,-0.84
AMBON2015_056, ML3.6 AND DBO4.2,20150824,71.104,-162.255,20,5.94,31.12,3,0.39,1.95,0.44,1.28,4.98,-1.08
AMBON2015_056, ML3.6 AND DBO4.2,20150824,71.104,-162.255,9,7.23,30.93,4,0.45,2.11,0.48,0.5,5.69,-1.32
AMBON2015_056, ML3.6 AND DBO4.2,20150824,71.104,-162.255,5,7.53,30.77,5,0.46,0.61,0.51,0.34,5.69,-1.59
AMBON2015_058, ML3.5 AND DBO4.1,20150824,70.973,-161.901,41,-0.89,32.23,1,1.92,1.87,1.01,5.24,6.76,-0.73
AMBON2015_058, ML3.5 AND DBO4.1,20150824,70.973,-161.901,30,-0.95,32.18,2,0.82,1.01,0.53,2.66,11.39,-0.69
AMBON2015_058, ML3.5 AND DBO4.1,20150824,70.973,-161.901,20,1.11,31.83,3,0.98,1.97,0.53,0.89,14.95,-0.84
AMBON2015_058, ML3.5 AND DBO4.1,20150824,70.973,-161.901,10,6.75,30.98,4,0.42,0.45,0.42,0.66,5.69,-1.25
AMBON2015_058, ML3.5 AND DBO4.1,20150824,70.973,-161.901,5,7.21,30.88,5,0.45,0.34,0.48,0.61,5.69,-1.27
AMBON2015_061, ML3.3,20150825,70.715,-161.179,35,1.11,32.02,1,0.65,2.84,1.07,1.56,14.23,-1.23
AMBON2015_061, ML3.3,20150825,70.715,-161.179,27,1.05,32,2,0.9,2.25,1.08,1.66,14.23,
AMBON2015_061, ML3.3,20150825,70.715,-161.179,21,7.53,30.96,3,1.04,0.29,0.51,0.66,7.83,
AMBON2015_061, ML3.3,20150825,70.715,-161.179,10,7.65,30.81,4,0.79,0.29,0.47,0.46,6.05,
AMBON2015_061, ML3.3,20150825,70.715,-161.179,5,7.65,30.8,5,0.88,0.22,0.46,0.35,5.69,-1.93
AMBON2015_061, ML3.3,20150825,70.715,-161.179,6,7.65,30.81,6,,,,,,
AMBON2015_062, ML3.2,20150825,70.578,-160.836,22,1.61,32.01,1,0.98,3.77,1.09,4.63,14.23,-1.35
AMBON2015_062, ML3.2,20150825,70.578,-160.836,10,7.85,30.81,2,1.03,2.01,0.43,0.13,7.12,
AMBON2015_062, ML3.2,20150825,70.578,-160.836,5,7.85,30.81,3,0.92,0.6,0.37,0.71,7.12,-2.58
AMBON2015_063, ML3.1,20150825,70.496,-160.622,13,2.21,31.79,1,2.6,1.6,0.65,1.86,13.52,-1.63
AMBON2015_063, ML3.1,20150825,70.496,-160.622,5,4.41,31.49,2,4.28,0.77,0.68,0.71,12.81,-1.3
AMBON2015_064, ML5.11 & ML4.8,20150830,71.721,-161.781,37,-1.07,32.2,1,,,,,,
AMBON2015_064, ML5.11 & ML4.8,20150830,71.721,-161.781,36,-1.07,32.2,2,,,,,,
AMBON2015_064, ML5.11 & ML4.8,20150830,71.721,-161.781,37,-1.06,32.2,3,,,,,,
AMBON2015_064, ML5.11 & ML4.8,20150830,71.721,-161.781,37,-1.07,32.19,4,,,,,,
AMBON2015_064, ML5.11 & ML4.8,20150830,71.721,-161.781,37,-1.07,32.2,5,9.84,3.02,1.22,4.28,22.78,-1.33
AMBON2015_064, ML5.11 & ML4.8,20150830,71.721,-161.781,31,-1.17,32.17,6,7.72,2.45,1.56,4.28,24.56,
AMBON2015_064, ML5.11 & ML4.8,20150830,71.721,-161.781,20,2.86,30.69,7,1.6,0.52,0.29,0.78,8.19,
AMBON2015_064, ML5.11 & ML4.8,20150830,71.721,-161.781,10,2.67,30.41,8,1.36,0.47,0.28,0.5,8.19,
AMBON2015_064, ML5.11 & ML4.8,20150830,71.721,-161.781,5,2.68,30.41,9,1.6,0.64,0.42,2.18,8.54,-1.77
AMBON2015_064, ML5.11 & ML4.8,20150830,71.721,-161.781,5,2.68,30.4,10,,,,,,
AMBON2015_065, ML5.10,20150830,71.603,-162.202,35,-0.31,32.19,1,5.16,2.66,1.51,3.97,20.28,-0.86
AMBON2015_065, ML5.10,20150830,71.603,-162.202,31,-0.42,31.94,2,4.52,1.95,0.96,4.03,19.93,
AMBON2015_065, ML5.10,20150830,71.603,-162.202,20,2.12,30.81,3,3.86,0.72,0.51,1.79,12.46,
AMBON2015_065, ML5.10,20150830,71.603,-162.202,10,2.27,30.79,4,3.21,0.55,0.57,1.24,9.96,
AMBON2015_065, ML5.10,20150830,71.603,-162.202,6,2.31,30.78,5,3.53,0.52,0.45,0.84,9.25,-1.1
AMBON2015_066, ML5.9,20150830,71.483,-162.604,35,1.43,32.16,1,2.17,2.76,1.24,3.39,22.42,-0.24
AMBON2015_066, ML5.9,20150830,71.483,-162.604,29,3.59,31.57,2,1.45,1.49,0.68,1.01,11.03,
AMBON2015_066, ML5.9,20150830,71.483,-162.604,20,4.48,31.19,3,1.54,0.64,0.76,0.36,9.25,
AMBON2015_066, ML5.9,20150830,71.483,-162.604,13,4.4,31.11,4,1.35,0.74,0.64,0.28,8.54,
AMBON2015_066, ML5.9,20150830,71.483,-162.604,6,4.39,31.11,5,1.46,0.91,0.68,0.41,8.54,-0.43
AMBON2015_067, ML5.8,20150830,71.363,-163.007,38,1.23,32.06,1,2.3,3.23,1.71,1.36,23.49,-1.45
AMBON2015_067, ML5.8,20150830,71.363,-163.007,29,4.68,31.34,2,1.3,0.97,0.56,0.61,8.54,-1.29
AMBON2015_067, ML5.8,20150830,71.363,-163.007,21,4.72,31.32,3,1.1,0.97,0.63,0.73,8.9,-1.69
AMBON2015_067, ML5.8,20150830,71.363,-163.007,10,4.72,31.3,4,1.23,1.01,0.72,0.66,8.9,-1.33
AMBON2015_067, ML5.8,20150830,71.363,-163.007,5,4.72,31.3,5,1.3,1.07,0.55,0.79,8.54,-1.19
AMBON2015_068, ML5.7,20150830,71.241,-163.404,36,2.87,32.08,1,0.67,3.01,1.19,2.95,19.93,-1.1
AMBON2015_068, ML5.7,20150830,71.241,-163.404,29,4.42,31.65,2,0.31,1.56,1.01,1.29,8.54,
AMBON2015_068, ML5.7,20150830,71.241,-163.404,21,4.41,31.65,3,0.29,1.35,0.66,1.52,10.32,
AMBON2015_068, ML5.7,20150830,71.241,-163.404,9,4.42,31.65,4,0.2,1.26,0.67,1.17,8.9,
AMBON2015_068, ML5.7,20150830,71.241,-163.404,5,4.42,31.65,5,0.13,1.27,0.71,0.92,9.96,-2.45
AMBON2015_069, ML5.6,20150831,71.118,-163.806,36,4.23,31.9,1,2.16,1.83,0.72,1.25,10.68,-1.46
AMBON2015_069, ML5.6,20150831,71.118,-163.806,30,4.26,31.86,2,1.21,1.54,0.71,1.18,10.68,
AMBON2015_069, ML5.6,20150831,71.118,-163.806,20,4.27,31.85,3,1.16,1.78,1.23,1.43,10.68,
AMBON2015_069, ML5.6,20150831,71.118,-163.806,10,4.29,31.85,4,1.04,1.41,0.66,1.1,10.68,
AMBON2015_069, ML5.6,20150831,71.118,-163.806,5,4.29,31.85,5,1.17,1.61,0.73,1.16,10.68,
AMBON2015_069, ML5.6,20150831,71.118,-163.806,2,4.29,31.85,6,,,,,,-1.28
AMBON2015_070, ML5.5,20150831,71.147,-164.486,36,4.09,31.91,1,2.05,1.92,0.75,2.39,11.39,-1.14
AMBON2015_070, ML5.5,20150831,71.147,-164.486,30,4.09,31.91,2,1.81,1.67,0.69,1.55,11.39,
AMBON2015_070, ML5.5,20150831,71.147,-164.486,20,4.09,31.91,3,1.58,1.51,0.75,1.37,12.1,
AMBON2015_070, ML5.5,20150831,71.147,-164.486,10,4.09,31.91,4,1.65,1.64,0.79,1.61,11.03,
AMBON2015_070, ML5.5,20150831,71.147,-164.486,6,4.09,31.91,5,1.46,1.6,0.86,1.19,11.39,-2.03
AMBON2015_071, ML5.4,20150831,71.023,-164.877,27,4.26,31.95,1,2.6,1.61,0.76,2.12,12.46,-1.31
AMBON2015_071, ML5.4,20150831,71.023,-164.877,21,4.35,31.94,2,,,,,,
AMBON2015_071, ML5.4,20150831,71.023,-164.877,10,4.45,31.94,3,2.5,1.55,0.6,1.73,12.46,
AMBON2015_071, ML5.4,20150831,71.023,-164.877,5,4.45,31.93,4,2.36,1.39,0.76,1.59,10.32,-1.08
AMBON2015_072, ML5.3,20150831,70.897,-165.253,34,4.81,31.9,1,,,,,,
AMBON2015_072, ML5.3,20150831,70.897,-165.253,34,4.81,31.9,2,,,,,,
AMBON2015_072, ML5.3,20150831,70.897,-165.253,34,4.81,31.9,3,,,,,,
AMBON2015_072, ML5.3,20150831,70.897,-165.253,34,4.81,31.9,4,,,,,,
AMBON2015_072, ML5.3,20150831,70.897,-165.253,34,4.81,31.9,5,1.55,1.71,0.65,1.85,12.46,-0.99
AMBON2015_072, ML5.3,20150831,70.897,-165.253,20,4.83,31.9,6,1.99,1.59,0.74,1.9,13.17,
AMBON2015_072, ML5.3,20150831,70.897,-165.253,10,4.83,31.9,7,1.64,1.65,0.67,1.84,13.17,
AMBON2015_072, ML5.3,20150831,70.897,-165.253,6,4.83,31.9,8,1.76,1.51,0.79,1.88,12.46,-1.1
AMBON2015_073, ML5.2,20150831,70.772,-165.628,35,5.01,31.87,1,2.18,1.49,0.63,1.61,10.32,-1.32
AMBON2015_073, ML5.2,20150831,70.772,-165.628,20,5.02,31.87,2,,,,,,
AMBON2015_073, ML5.2,20150831,70.772,-165.628,10,5.02,31.87,3,2.6,1.17,0.62,1.6,12.1,
AMBON2015_073, ML5.2,20150831,70.772,-165.628,5,5.02,31.87,4,2.39,1.31,0.63,1.89,10.68,-1.29
AMBON2015_074, ML5.1,20150831,70.648,-165.996,37,5.47,31.77,1,1.78,1.41,0.77,2.56,14.23,-1.61
AMBON2015_074, ML5.1,20150831,70.648,-165.996,30,5.48,31.77,2,1.37,1.37,0.62,2.17,14.95,
AMBON2015_074, ML5.1,20150831,70.648,-165.996,31,5.48,31.77,3,,,,,,
AMBON2015_074, ML5.1,20150831,70.648,-165.996,20,5.54,31.78,4,2.02,1.18,0.66,1.39,14.23,
AMBON2015_074, ML5.1,20150831,70.648,-165.996,10,5.54,31.78,5,1.91,1.18,0.73,1.34,14.95,
AMBON2015_074, ML5.1,20150831,70.648,-165.996,5,5.52,31.78,6,1.53,1.2,0.7,1.27,14.95,-1.35
AMBON2015_075, ML1.13,20150901,71.507,-167.221,42,-0.14,32.38,1,1.45,3.77,1.35,7.39,20.64,-1.26
AMBON2015_075, ML1.13,20150901,71.507,-167.221,35,1.9,32.13,2,5.48,,,,,
AMBON2015_075, ML1.13,20150901,71.507,-167.221,35,1.71,32.16,3,,,,,,
AMBON2015_075, ML1.13,20150901,71.507,-167.221,30,3.72,31.79,4,2.52,0.4,0.48,0.96,4.27,
AMBON2015_075, ML1.13,20150901,71.507,-167.221,20,3.79,31.77,5,1.74,0.45,0.45,0.38,4.98,
AMBON2015_075, ML1.13,20150901,71.507,-167.221,9,3.91,31.74,6,1.85,0.46,0.5,0.31,4.27,
AMBON2015_075, ML1.13,20150901,71.507,-167.221,5,3.91,31.74,7,1.83,0.4,0.47,0.54,4.63,-1.53
AMBON2015_076, ML1.12,20150901,71.386,-166.82,38,0.37,32.32,1,2.26,,,,,-1.48
AMBON2015_076, ML1.12,20150901,71.386,-166.82,35,0.96,32.25,2,9.6,,,,,
AMBON2015_076, ML1.12,20150901,71.386,-166.82,30,3.66,31.8,3,2.11,0.4,0.54,0.35,4.27,
AMBON2015_076, ML1.12,20150901,71.386,-166.82,20,3.74,31.8,4,1.96,0.38,0.46,0.19,4.63,
AMBON2015_076, ML1.12,20150901,71.386,-166.82,10,3.82,31.8,5,2.04,0.42,0.47,0.14,4.63,
AMBON2015_076, ML1.12,20150901,71.386,-166.82,4,3.84,31.8,6,1.87,0.36,0.47,0.21,4.63,-1.26
AMBON2015_077, ML1.12,20150901,71.386,-166.822,40,-0.06,32.37,1,,4.26,1.65,5.08,18.51,
AMBON2015_077, ML1.12,20150901,71.386,-166.822,40,-0.07,32.37,2,,,,,,
AMBON2015_077, ML1.12,20150901,71.386,-166.822,41,-0.08,32.38,3,,,,,,
AMBON2015_077, ML1.12,20150901,71.386,-166.822,40,-0.05,32.37,4,,,,,,
AMBON2015_078, ML1.11,20150901,71.266,-166.42,38,0.1,32.4,1,1.15,,,,,-1
AMBON2015_078, ML1.11,20150901,71.266,-166.42,30,4.18,31.94,2,,,,,,
AMBON2015_078, ML1.11,20150901,71.266,-166.42,19,4.29,31.94,3,4.4,0.51,0.81,0.91,4.27,
AMBON2015_078, ML1.11,20150901,71.266,-166.42,10,4.28,31.9,4,3.93,0.45,0.46,0.54,4.98,
AMBON2015_078, ML1.11,20150901,71.266,-166.42,5,4.26,31.89,5,4,0.52,0.46,0.54,4.98,-1.14
AMBON2015_079, ML1.10,20150901,71.143,-166.028,37,0.39,32.36,1,1.34,3.22,1.1,2.79,16.73,-0.79
AMBON2015_079, ML1.10,20150901,71.143,-166.028,30,4.35,31.94,2,2.95,1.09,0.66,1.5,8.54,
AMBON2015_079, ML1.10,20150901,71.143,-166.028,30,4.35,31.94,3,,,,,,
AMBON2015_079, ML1.10,20150901,71.143,-166.028,20,4.35,31.93,4,4.28,0.55,0.55,1.04,8.19,
AMBON2015_079, ML1.10,20150901,71.143,-166.028,10,4.29,31.92,5,4,0.69,0.66,0.99,8.19,
AMBON2015_079, ML1.10,20150901,71.143,-166.028,5,4.28,31.91,6,3.8,0.48,0.56,0.82,6.76,-1.09
AMBON2015_080, ML1.9,20150902,71.02,-165.641,37,0.67,32.34,1,1.06,2.68,1.31,2.06,14.59,-1.08
AMBON2015_080, ML1.9,20150902,71.02,-165.641,30,4.71,31.92,2,5.36,0.57,0.55,0.93,5.69,
AMBON2015_080, ML1.9,20150902,71.02,-165.641,30,4.71,31.92,3,,,,,,
AMBON2015_080, ML1.9,20150902,71.02,-165.641,20,4.79,31.92,4,5.24,0.48,0.58,0.52,4.63,
AMBON2015_080, ML1.9,20150902,71.02,-165.641,11,4.8,31.92,5,6.08,0.39,0.42,0.28,4.98,
AMBON2015_080, ML1.9,20150902,71.02,-165.641,5,4.82,31.91,6,4.32,0.35,0.5,0.24,3.91,-1.39
AMBON2015_081, ML1.8,20150902,70.897,-165.254,38,1.28,32.29,1,2,2.6,1.09,2.4,16.37,-0.94
AMBON2015_081, ML1.8,20150902,70.897,-165.254,30,4.98,31.89,2,3.76,1.1,0.54,1.87,8.9,
AMBON2015_081, ML1.8,20150902,70.897,-165.254,20,5.01,31.89,3,5.2,0.39,0.63,0.54,7.83,
AMBON2015_081, ML1.8,20150902,70.897,-165.254,10,5.04,31.89,4,5.96,0.52,0.43,0.4,6.76,
AMBON2015_081, ML1.8,20150902,70.897,-165.254,5,5.06,31.88,5,5.68,0.29,0.54,0.28,6.76,-0.77
AMBON2015_082, ML1.7,20150902,70.772,-164.878,34,4.82,31.9,1,1.4,1.63,0.73,2.59,12.81,-1.2
AMBON2015_082, ML1.7,20150902,70.772,-164.878,20,4.88,31.9,2,1.81,1.86,0.84,2.18,12.1,
AMBON2015_082, ML1.7,20150902,70.772,-164.878,9,4.89,31.9,3,1.92,1.72,0.74,1.96,12.81,
AMBON2015_082, ML1.7,20150902,70.772,-164.878,5,4.9,31.9,4,2.24,1.61,0.87,1.7,9.96,-0.44
AMBON2015_083, ML1.6,20150902,70.647,-164.502,40,4.9,31.88,1,,,,,,
AMBON2015_083, ML1.6,20150902,70.647,-164.502,41,4.9,31.88,2,,,,,,
AMBON2015_083, ML1.6,20150902,70.647,-164.502,40,4.9,31.88,3,,,,,,
AMBON2015_083, ML1.6,20150902,70.647,-164.502,40,4.9,31.88,4,,,,,,
AMBON2015_083, ML1.6,20150902,70.647,-164.502,40,4.9,31.88,5,1.64,1.87,0.93,1.75,12.81,-1.19
AMBON2015_083, ML1.6,20150902,70.647,-164.502,31,4.9,31.88,6,1.76,1.8,0.83,1.91,13.52,
AMBON2015_083, ML1.6,20150902,70.647,-164.502,20,4.91,31.88,7,1.56,1.79,0.93,1.54,12.81,
AMBON2015_083, ML1.6,20150902,70.647,-164.502,10,4.92,31.88,8,1.47,1.75,0.93,1.53,12.46,
AMBON2015_083, ML1.6,20150902,70.647,-164.502,4,5.08,31.86,9,1.8,1.46,0.88,1.52,12.46,-1.09
AMBON2015_084, ML1.5,20150902,70.524,-164.127,37,5.59,31.7,1,1.43,1.74,0.92,1.21,14.23,-1.38
AMBON2015_084, ML1.5,20150902,70.524,-164.127,30,5.6,31.7,2,1.4,1.58,0.86,1,14.23,
AMBON2015_084, ML1.5,20150902,70.524,-164.127,20,5.61,31.69,3,1.42,1.65,0.85,0.87,13.88,
AMBON2015_084, ML1.5,20150902,70.524,-164.127,10,5.64,31.69,4,1.41,1.64,0.85,0.96,13.52,
AMBON2015_084, ML1.5,20150902,70.524,-164.127,5,5.67,31.68,5,1.48,1.5,0.82,0.97,13.52,-1.25
AMBON2015_085, ML1.4,20150903,70.398,-163.765,30,6.62,31.21,1,3.04,0.83,0.73,0.71,9.25,-1.6
AMBON2015_085, ML1.4,20150903,70.398,-163.765,20,6.85,31.1,2,2.37,0.44,0.61,0.22,6.76,
AMBON2015_085, ML1.4,20150903,70.398,-163.765,15,6.94,31.06,3,3.43,,,,,
AMBON2015_085, ML1.4,20150903,70.398,-163.765,10,7.19,30.98,4,2.18,0.4,0.6,0.22,7.12,
AMBON2015_085, ML1.4,20150903,70.398,-163.765,5,7.27,30.96,5,2.24,0.37,0.58,0.11,6.76,-1.89
AMBON2015_086, ML1.3,20150903,70.268,-163.406,26,7.34,30.76,1,1.28,1.11,0.82,0.49,11.39,-2.16
AMBON2015_086, ML1.3,20150903,70.268,-163.406,20,7.47,30.71,2,1.85,0.62,0.79,0.28,10.32,
AMBON2015_086, ML1.3,20150903,70.268,-163.406,10,7.56,30.69,3,2.12,0.41,1.37,0.21,9.25,
AMBON2015_086, ML1.3,20150903,70.268,-163.406,5,7.62,30.69,4,1.79,0.43,0.74,0.29,9.25,-2.17
AMBON2015_087, ML1.2,20150903,70.141,-163.051,18,7.53,30.74,1,1.46,0.75,0.81,0.26,16.02,-2.21
AMBON2015_087, ML1.2,20150903,70.141,-163.051,10,7.59,30.68,2,1.86,0.9,0.83,0.35,15.66,
AMBON2015_087, ML1.2,20150903,70.141,-163.051,5,7.59,30.68,3,1.9,0.89,0.81,0.25,15.66,-2.43
AMBON2015_088, ML1.1,20150903,70.036,-162.766,11,7.3,30.59,1,2.02,1.12,0.72,0.66,13.52,-2.3
AMBON2015_088, ML1.1,20150903,70.036,-162.766,4,7.5,29.8,2,1.66,0.84,0.66,0.26,13.88,-2.66
