Cruise,Station,Type,Date_Time,Longitude_[decimal_degrees_east],Latitude_[decimal_degrees_north],Bot. Depth [m],Cast_Number,Pressure_[dbar],Bottle_Number,salinity_[psu],salinity2_[psu],density_[kg/m3_sigmat],density2_[kg/m3_sigmat],depth_[m],temperature_[C],temperature2_[C],conductivity_[S/m],conductivity2_[S/m],voltage0_[V],voltage1_[V],voltage2_[V],voltage3_[V],voltage4_[V],voltage5_[V],voltage6_[V],voltage7_[V],altimeter_[m],beamAttenuation_[1/m],beamTransmission_[%],fluorescence_[mg/m3],oxygen_[umol/kg],par_[umol_photons/m2/sec],scan
AMBON2015,ML6.7,B,2015-08-16T09:56:14,-161.5382,70.8435,42.8,23,2.98,5,23.8214,23.8192,30.7358,30.7328,2.948,8.7304,8.73,3.2822,3.2819,0.0,2.8477,0.0655,0.0,4.3093,0.0,0.1326,0.5678,2.65,0.3613,91.3628,0.0812,279.135,0.2433,10961
AMBON2015,ML6.8,B,2015-08-16T12:59:46,-161.1378,70.9595,41.8,24,36.31,1,25.1731,25.171,31.5731,31.5704,35.939,2.7224,2.7206,2.8634,2.863,0.0,2.6724,0.0668,0.0,3.4173,0.0,0.0835,0.0098,1.67,1.2893,72.447,0.0844,300.652,0.0,4412
AMBON2015,ML6.8,B,2015-08-16T13:00:53,-161.1378,70.9595,41.8,24,29.6,2,25.1715,25.1694,31.5734,31.5708,29.294,2.7449,2.7447,2.8649,2.8647,0.0,2.6714,0.0599,0.0,3.3588,0.0,0.4421,0.0098,8.84,1.3584,71.2052,0.0672,300.575,0.0,6015
AMBON2015,ML6.8,B,2015-08-16T13:02:19,-161.1378,70.9595,41.8,24,21.32,3,24.7687,24.7938,31.2849,31.2996,21.103,4.6422,4.5106,2.9948,2.9853,0.0,2.896,0.1008,0.0,4.3023,0.0,0.8361,0.1062,16.72,0.368,91.2122,0.1694,326.307,0.023,8079
AMBON2015,ML6.8,B,2015-08-16T13:03:50,-161.1378,70.9595,41.8,24,10.68,4,23.5832,23.5826,30.4251,30.4248,10.573,8.6981,8.7006,3.2499,3.2501,0.0,2.8466,0.0669,0.0,4.3233,0.0,1.3632,0.5011,27.26,0.3484,91.6587,0.0847,279.941,0.1944,10266
AMBON2015,ML6.8,B,2015-08-16T13:05:18,-161.1378,70.9595,41.8,24,4.71,5,23.5731,23.5709,30.4059,30.4031,4.659,8.6643,8.6638,3.245,3.2447,0.0,2.8478,0.0627,0.0,4.3315,0.0,1.7222,0.8069,34.44,0.3407,91.8342,0.0742,280.127,0.4888,12369
AMBON2015,ML6.9,B,2015-08-16T15:20:07,-160.7348,71.0753,52.2,25,47.39,1,25.7385,25.7365,32.1497,32.1471,46.906,1.2554,1.2544,2.7914,2.7911,0.0,2.6793,0.0547,0.0,3.8913,0.0,0.191,0.0098,3.82,0.7696,82.4986,0.0544,313.608,0.0,3664
AMBON2015,ML6.9,B,2015-08-16T15:21:23,-160.7348,71.0753,52.2,25,40.55,2,25.7379,25.7359,32.1489,32.1463,40.137,1.2552,1.2541,2.791,2.7907,0.0,2.679,0.0537,0.0,3.8785,0.0,0.5758,0.2272,11.52,0.7828,82.227,0.0517,313.025,0.0603,5498
AMBON2015,ML6.9,B,2015-08-16T15:23:10,-160.7348,71.0753,52.2,25,33.63,3,25.7377,25.7357,32.1486,32.146,33.285,1.2545,1.2536,2.7907,2.7904,0.0,2.6847,0.0556,0.0,3.9191,0.0,0.9245,0.8045,18.49,0.7411,83.0877,0.0566,313.885,0.4847,8055
AMBON2015,ML6.9,B,2015-08-16T15:24:50,-160.7348,71.0753,52.2,25,22.02,4,25.7201,25.7204,32.1359,32.135,21.793,1.3723,1.3563,2.7987,2.7973,0.0,2.7479,0.0704,0.0,4.0879,0.0,1.5264,1.6787,30.53,0.5723,86.6678,0.0934,320.138,4.2274,10445
AMBON2015,ML6.9,B,2015-08-16T15:26:16,-160.7348,71.0753,52.2,25,9.29,5,23.7327,23.7302,30.4946,30.4922,9.194,8.0363,8.0403,3.2017,3.2018,0.0,2.8368,0.0542,0.0,4.3955,0.0847,2.1879,2.2767,43.76,0.2821,93.1901,0.0531,282.224,17.026,12512
AMBON2015,ML6.9,B,2015-08-16T15:27:38,-160.7348,71.0753,52.2,25,6.23,6,23.7308,23.729,30.4976,30.4951,6.168,8.0662,8.0648,3.2044,3.204,0.0,2.8407,0.0524,0.0,4.3908,0.0,2.3071,2.4636,46.14,0.2864,93.0902,0.0485,283.593,26.306,14485
AMBON2015,ML4.1,B,2015-08-19T04:04:31,-159.3928,70.8923,25.9,26,22.9,1,24.9387,24.9496,31.4112,31.4168,22.667,3.9342,3.8655,2.9478,2.9427,0.0,2.6445,0.0528,0.0318,3.7845,0.0,0.2216,0.2877,4.43,0.881,80.2327,0.0495,288.677,0.0831,2705
AMBON2015,ML4.1,B,2015-08-19T04:06:12,-159.3928,70.8923,25.9,26,9.93,2,24.1084,24.1061,30.8948,30.8918,9.833,7.59,7.5892,3.2025,3.2021,0.0,2.7936,0.0739,0.0593,3.2874,0.0,0.9046,1.8656,18.09,1.4445,69.6913,0.1023,279.861,6.5841,5144
AMBON2015,ML4.1,B,2015-08-19T04:07:13,-159.3928,70.8923,25.9,26,3.47,3,24.1069,24.1051,30.8933,30.8909,3.437,7.5918,7.5909,3.2022,3.2019,0.0,2.798,0.072,0.0627,3.2831,0.0,1.2013,2.8811,24.03,1.4496,69.6015,0.0976,280.329,70.172,6588
AMBON2015,ML4.1,B,2015-08-19T04:07:29,-159.3928,70.8923,25.9,26,3.95,4,24.1076,24.1053,30.8941,30.8911,3.908,7.5917,7.5908,3.2023,3.202,0.0,2.7974,0.0702,0.0577,3.3207,0.0,1.2041,2.8825,24.08,1.404,70.3988,0.093,280.27,69.063,6975
AMBON2015,ML4.2,B,2015-08-19T05:45:21,-159.504,70.9322,43.6,27,40.89,1,25.7157,25.7133,32.0846,32.0815,40.468,0.7508,0.7491,2.7453,2.7449,0.0,2.8519,0.0469,0.0,4.1473,0.0,0.2174,0.0098,4.35,0.5146,87.927,0.0348,343.036,0.0,2971
AMBON2015,ML4.2,B,2015-08-19T05:46:57,-159.504,70.9322,43.6,27,30.45,2,24.9073,24.9075,31.382,31.3814,30.136,4.0213,4.0137,2.9527,2.9521,0.0,2.5929,0.0525,0.0,4.0424,0.0,0.6893,0.037,13.79,0.6171,85.7029,0.0486,281.037,0.006,5272
AMBON2015,ML4.2,B,2015-08-19T05:48:20,-159.504,70.9322,43.6,27,20.0,3,24.191,24.1885,31.0397,31.0365,19.793,7.8169,7.8174,3.2354,3.2352,0.0,2.6317,0.0556,0.0933,4.0282,0.0,1.242,0.731,24.84,0.6315,85.4012,0.0566,259.675,0.3947,7263
AMBON2015,ML4.2,B,2015-08-19T05:49:57,-159.504,70.9322,43.6,27,11.21,4,23.7797,23.7774,30.5765,30.5735,11.096,8.1587,8.1584,3.2197,3.2194,0.0,2.82,0.0794,0.0,3.7281,0.0,1.6845,1.5944,33.69,0.9411,79.0363,0.1159,280.065,3.4657,9590
AMBON2015,ML4.2,B,2015-08-19T05:51:16,-159.504,70.9322,43.6,27,5.63,5,23.7795,23.777,30.5769,30.5738,5.575,8.1621,8.1623,3.2198,3.2195,0.0,2.8189,0.0741,0.0,3.7382,0.0,1.9587,2.1812,39.18,0.9301,79.2525,0.1029,279.067,13.643,11484
AMBON2015,ML4.3,B,2015-08-19T08:22:37,-159.8815,71.0633,55.6,28,51.32,1,26.1168,26.1146,32.4656,32.4629,50.796,1.6338,1.6346,2.584,2.5838,0.0,1.9437,0.0684,0.0,3.8099,0.0,0.2349,0.0098,4.7,0.8542,80.7711,0.0883,226.333,0.0,3957
AMBON2015,ML4.3,B,2015-08-19T08:23:52,-159.8815,71.0633,55.6,28,40.31,2,26.0763,26.0743,32.4164,32.4139,39.898,1.6122,1.613,2.5817,2.5814,0.0,1.9968,0.0657,0.0,3.9706,0.0,0.7693,0.0098,15.39,0.6888,84.18,0.0818,234.005,0.0,5754
AMBON2015,ML4.3,B,2015-08-19T08:25:23,-159.8815,71.0633,55.6,28,30.53,3,26.0624,26.0601,32.3996,32.3968,30.216,1.6001,1.601,2.581,2.5807,0.0,2.0247,0.086,0.0,3.9365,0.0,1.326,0.0302,26.52,0.7234,83.4561,0.1326,238.482,0.0045,7938
AMBON2015,ML4.3,B,2015-08-19T08:28:36,-159.8815,71.0633,55.6,28,28.44,4,26.0548,26.053,32.3911,32.3888,28.151,1.5678,1.5714,2.5828,2.5824,0.0,2.1568,0.2178,0.0605,3.6489,0.0,1.4223,0.0773,28.45,1.027,77.3571,0.462,257.342,0.0156,12569
AMBON2015,ML4.3,B,2015-08-19T08:29:42,-159.8815,71.0633,55.6,28,21.16,5,25.6834,25.6926,31.958,31.9685,20.945,0.8442,0.8672,2.6078,2.6068,0.0,3.4806,0.0499,0.0,4.4764,0.0,1.834,0.3612,36.68,0.2091,94.9064,0.0422,463.784,0.1154,14155
AMBON2015,ML4.3,B,2015-08-19T08:30:51,-159.8815,71.0633,55.6,28,10.29,6,24.0512,24.0501,30.7032,30.7015,10.182,6.8815,6.879,3.1261,3.1257,0.0,2.8713,0.0508,0.0,4.4413,0.0,2.3988,0.7723,47.98,0.2406,94.1618,0.0444,295.161,0.4432,15817
AMBON2015,ML4.3,B,2015-08-19T08:31:59,-159.8815,71.0633,55.6,28,4.87,7,24.0104,24.0081,30.6672,30.6642,4.818,6.9787,6.9777,3.1305,3.1302,0.0,2.861,0.0517,0.0,4.4278,0.0,1.9207,0.9877,38.41,0.2528,93.8749,0.0468,292.595,0.7889,17440
AMBON2015,ML6.10,B,2015-08-19T11:26:56,-160.2695,71.1928,52.7,29,49.86,1,26.1216,26.1191,32.471,32.4679,49.344,1.6502,1.6506,2.5831,2.5828,0.0,1.9716,0.0727,0.0,3.7011,0.0,0.233,0.0098,4.66,0.9701,78.4651,0.0992,230.821,0.0,3855
AMBON2015,ML6.10,B,2015-08-19T11:28:14,-160.2695,71.1928,52.7,29,41.73,2,26.1213,26.1188,32.4707,32.4676,41.298,1.6506,1.6511,2.5826,2.5824,0.0,1.9698,0.0738,0.0,3.7234,0.0,0.6049,0.0098,12.1,0.9461,78.937,0.1021,229.859,0.0,5732
AMBON2015,ML6.10,B,2015-08-19T11:29:32,-160.2695,71.1928,52.7,29,30.37,3,25.9564,25.9527,32.2692,32.2646,30.061,1.599,1.5989,2.5716,2.5713,0.0,2.4089,0.21,0.0,4.0394,0.0,1.2418,0.0098,24.84,0.6201,85.6395,0.4425,295.801,0.0,7597
AMBON2015,ML6.10,B,2015-08-19T11:30:58,-160.2695,71.1928,52.7,29,19.92,4,25.6794,25.6767,31.9476,31.9442,19.714,0.9894,0.99,2.5956,2.5953,0.0,3.3863,0.0643,0.0,4.4134,0.0,1.7299,0.0098,34.6,0.2659,93.5695,0.0783,442.492,0.0,9662
AMBON2015,ML6.10,B,2015-08-19T11:32:51,-160.2695,71.1928,52.7,29,10.82,5,24.972,24.9449,31.1409,31.1152,10.713,0.4422,0.5733,2.6464,2.6547,0.0,4.0367,0.044,0.0,4.5323,0.0,2.2352,0.1624,44.7,0.1595,96.0911,0.0274,513.029,0.039,12361
AMBON2015,ML6.10,B,2015-08-19T11:34:21,-160.2695,71.1928,52.7,29,5.5,6,23.3508,23.3483,29.455,29.452,5.445,4.2994,4.2999,2.8084,2.8081,0.0,3.0416,0.0464,0.0,4.5015,0.0,2.5363,0.3945,50.73,0.1868,95.4379,0.0333,340.385,0.1368,14543
AMBON2015,ML6.11,B,2015-08-19T14:38:15,-159.6925,71.3612,48.6,30,46.27,1,26.1219,26.1196,32.4713,32.4685,45.789,1.6555,1.6565,2.5825,2.5822,0.0,1.9681,0.0508,0.0,3.4293,0.0,0.1996,0.0131,3.99,1.2753,72.7006,0.0445,230.339,0.0007,3141
AMBON2015,ML6.11,B,2015-08-19T14:38:21,-159.6925,71.3612,48.6,30,46.32,2,26.1222,26.1199,32.4717,32.4688,45.839,1.6557,1.6563,2.5825,2.5823,0.0,1.9669,0.0538,0.0012,3.4262,0.0,0.198,0.0098,3.96,1.2789,72.6351,0.052,229.752,0.0,3295
AMBON2015,ML6.11,B,2015-08-19T14:38:29,-159.6925,71.3612,48.6,30,46.3,3,26.122,26.1197,32.4714,32.4685,45.819,1.6558,1.6562,2.5825,2.5822,0.0,1.967,0.0518,0.0,3.4172,0.0,0.1976,0.0111,3.95,1.2894,72.4448,0.0469,229.929,0.0003,3485
AMBON2015,ML6.11,B,2015-08-19T14:38:37,-159.6925,71.3612,48.6,30,46.28,4,26.1219,26.1193,32.4713,32.4681,45.799,1.6557,1.6563,2.5825,2.5822,0.0,1.9669,0.0524,0.0001,3.4347,0.0,0.1969,0.0105,3.94,1.269,72.8158,0.0484,230.158,0.0001,3675
AMBON2015,ML6.11,B,2015-08-19T14:38:44,-159.6925,71.3612,48.6,30,46.26,5,26.122,26.1198,32.4714,32.4686,45.784,1.656,1.6565,2.5825,2.5822,0.0,1.9657,0.0501,0.0001,3.4288,0.0,0.1963,0.0098,3.93,1.2758,72.6911,0.0427,229.549,0.0,3850
AMBON2015,ML6.11,B,2015-08-19T14:38:50,-159.6925,71.3612,48.6,30,46.29,6,26.1218,26.1195,32.4712,32.4684,45.816,1.6559,1.6564,2.5825,2.5822,0.0,1.9658,0.0495,0.0,3.4261,0.0,0.1966,0.0102,3.93,1.279,72.6335,0.0412,229.728,0.0001,3976
AMBON2015,ML6.11,B,2015-08-19T14:38:56,-159.6925,71.3612,48.6,30,46.2,7,26.1219,26.1196,32.4712,32.4684,45.727,1.6564,1.6569,2.5824,2.5822,0.0,1.9646,0.0521,0.0,3.4346,0.0,0.1978,0.0098,3.96,1.2691,72.8126,0.0477,229.475,0.0,4122
AMBON2015,ML6.11,B,2015-08-19T14:39:16,-159.6925,71.3612,48.6,30,46.24,8,26.1213,26.1189,32.4705,32.4676,45.764,1.6561,1.6566,2.5824,2.5821,0.0,1.9639,0.0507,0.0,3.4329,0.0,0.1959,0.0098,3.92,1.2711,72.7767,0.0442,229.465,0.0,4607
AMBON2015,ML6.11,B,2015-08-19T14:40:53,-159.6925,71.3612,48.6,30,31.27,9,25.9072,25.9046,32.214,32.2108,30.952,1.4133,1.4137,2.5823,2.582,0.0,3.1694,0.1957,0.0,4.0673,0.0,0.97,0.9922,19.4,0.5926,86.2303,0.4067,415.874,0.7963,6940
AMBON2015,ML6.11,B,2015-08-19T14:42:12,-159.6925,71.3612,48.6,30,20.12,10,25.5263,25.5218,31.7666,31.7614,19.913,0.7799,0.7703,2.5986,2.599,0.0,3.4806,0.0539,0.0,4.4348,0.0,1.521,1.6497,30.42,0.2465,94.0239,0.0525,454.273,3.9473,8844
AMBON2015,ML6.11,B,2015-08-19T14:43:14,-159.6925,71.3612,48.6,30,10.05,11,22.2301,22.2286,28.1107,28.1089,9.947,4.881,4.8813,2.7352,2.7351,0.0,2.8999,0.0477,0.0,4.4292,0.0,2.0191,2.0338,40.38,0.2516,93.904,0.0367,319.94,9.6901,10327
AMBON2015,ML6.11,B,2015-08-19T14:44:22,-159.6925,71.3612,48.6,30,5.23,12,22.2105,22.2085,28.082,28.0794,5.172,4.8485,4.8472,2.7301,2.7298,0.0,2.8946,0.0483,0.0128,4.4278,0.0,2.245,2.1755,44.9,0.2528,93.8749,0.0384,319.35,13.469,11958
AMBON2015,ML4.5,B,2015-08-20T04:53:25,-160.6557,71.3237,46.4,31,45.04,1,26.1097,26.1076,32.4566,32.4541,44.575,1.6404,1.6412,2.5826,2.5823,0.0,1.8603,0.0506,0.0,3.5551,0.0,0.1376,0.2984,2.75,1.1311,75.3697,0.044,213.009,0.0874,3880
AMBON2015,ML4.5,B,2015-08-20T04:55:59,-160.6557,71.3237,46.4,31,31.36,2,26.0722,26.0697,32.4112,32.4083,31.039,1.6143,1.6136,2.5807,2.5806,0.0,2.1533,0.2114,0.0,3.8614,0.0,0.8529,1.6289,17.06,0.8015,81.8645,0.4458,258.879,3.7587,7583
AMBON2015,ML4.5,B,2015-08-20T04:57:34,-160.6557,71.3237,46.4,31,19.91,3,25.6006,25.5976,31.8623,31.8587,19.704,0.686,0.6839,2.6131,2.613,0.0,3.5165,0.0529,0.0,4.4361,0.0,1.4353,2.2572,28.71,0.2454,94.0503,0.0496,460.15,16.27,9860
AMBON2015,ML4.5,B,2015-08-20T04:58:57,-160.6557,71.3237,46.4,31,10.19,4,23.7106,23.7056,29.7818,29.7765,10.085,3.1452,3.1544,2.7471,2.7474,0.0,3.6953,0.0464,0.083,4.4553,0.0,1.9268,2.5897,38.54,0.228,94.4588,0.0335,437.287,35.095,11839
AMBON2015,ML4.5,B,2015-08-20T04:59:50,-160.6557,71.3237,46.4,31,5.02,5,22.3754,22.3865,28.263,28.2745,4.973,4.6226,4.6008,2.7291,2.7285,0.0,2.9669,0.044,0.0816,4.5028,0.0,2.1946,2.7197,43.89,0.1857,95.4639,0.0274,330.461,47.422,13112
AMBON2015,ML4.5,B,2015-08-20T04:59:57,-160.6557,71.3237,46.4,31,4.93,6,22.3737,22.388,28.2617,28.2762,4.878,4.6288,4.5995,2.7295,2.7285,0.0,2.9715,0.044,0.0812,4.5023,0.0,2.1986,2.724,43.97,0.186,95.4554,0.0274,331.354,47.838,13281
AMBON2015,ML4.5,B,2015-08-20T05:00:07,-160.6557,71.3237,46.4,31,5.01,7,22.3754,22.3811,28.2634,28.2691,4.956,4.6255,4.6123,2.7294,2.7289,0.0,2.9713,0.0433,0.0688,4.4925,0.0,2.1934,2.7268,43.87,0.1948,95.2467,0.0257,330.883,48.15,13540
AMBON2015,ML4.6,B,2015-08-20T07:44:19,-161.0375,71.4545,45.4,32,42.63,1,26.1042,26.102,32.4502,32.4475,42.194,1.63,1.6307,2.5828,2.5826,0.0,1.7317,0.0548,0.0,3.1825,0.0,0.2163,0.0098,4.33,1.5741,67.4671,0.0546,192.526,0.0,3764
AMBON2015,ML4.6,B,2015-08-20T07:46:08,-161.0375,71.4545,45.4,32,30.47,2,26.0262,26.0243,32.3559,32.3535,30.153,1.5712,1.5723,2.5801,2.5798,0.0,2.0609,0.114,0.0,4.0332,0.0,0.8388,0.4035,16.78,0.6263,85.5069,0.2025,243.934,0.1366,6379
AMBON2015,ML4.6,B,2015-08-20T07:47:19,-161.0375,71.4545,45.4,32,27.51,3,25.9533,25.952,32.2701,32.2684,27.224,1.4347,1.4362,2.5845,2.5843,0.0,3.1206,0.1358,0.0,4.2714,0.0,0.9754,0.5836,19.51,0.3967,90.5591,0.2569,408.612,0.2544,8074
AMBON2015,ML4.6,B,2015-08-20T07:48:35,-161.0375,71.4545,45.4,32,20.37,4,25.7785,25.7768,32.0662,32.0642,20.162,1.0849,1.0856,2.5968,2.5966,0.0,3.3074,0.0623,0.0,4.4373,0.0,1.3305,1.0256,26.61,0.2442,94.0773,0.073,425.299,0.8673,9902
AMBON2015,ML4.6,B,2015-08-20T07:50:00,-161.0375,71.4545,45.4,32,9.9,5,23.0737,23.0624,29.0882,29.077,9.801,4.1473,4.173,2.7651,2.7661,0.0,3.0918,0.0452,0.0,4.51,0.0,1.8899,1.419,37.8,0.1793,95.6171,0.0306,350.384,2.2826,11941
AMBON2015,ML4.6,B,2015-08-20T07:51:19,-161.0375,71.4545,45.4,32,5.19,6,22.8695,22.868,28.8779,28.8758,5.133,4.5494,4.5487,2.7774,2.7772,0.0,2.9524,0.0455,0.0,4.4943,0.0,2.122,1.5345,42.44,0.1932,95.2842,0.0311,328.177,3.006,13840
AMBON2015,ML4.7,B,2015-08-20T11:10:02,-161.4005,71.588,45.1,33,42.55,1,26.0049,26.0025,32.3297,32.3267,42.111,1.568,1.5684,2.579,2.5787,0.0,2.0392,0.0628,0.0001,2.6893,0.0,0.2017,0.0098,4.03,2.2478,57.0098,0.0745,240.903,0.0,4389
AMBON2015,ML4.7,B,2015-08-20T11:11:53,-161.4005,71.588,45.1,33,31.04,2,25.8857,25.8835,32.187,32.1842,30.717,1.4288,1.4304,2.5791,2.5787,0.0,2.8115,1.565,0.0,1.8293,0.0,0.796,0.0098,15.92,3.7901,38.7703,3.8301,360.102,0.0,7049
AMBON2015,ML4.7,B,2015-08-20T11:13:17,-161.4005,71.588,45.1,33,20.88,3,25.4667,25.4637,31.7035,31.6998,20.667,0.5315,0.5314,2.6134,2.6132,0.0,3.385,0.0495,0.0,4.4457,0.0,1.3207,0.0107,26.41,0.2367,94.2543,0.0412,438.135,0.0002,9074
AMBON2015,ML4.7,B,2015-08-20T11:14:45,-161.4005,71.588,45.1,33,10.23,4,22.5261,22.5247,28.4461,28.4441,10.126,4.5628,4.5604,2.7409,2.7405,0.0,2.9836,0.0467,0.0,4.5285,0.0,1.8599,0.141,37.2,0.1629,96.0097,0.0344,333.521,0.0328,11177
AMBON2015,ML4.7,B,2015-08-20T11:16:12,-161.4005,71.588,45.1,33,5.46,5,22.0869,22.0816,27.8994,27.8925,5.403,4.6273,4.6252,2.6976,2.6968,0.0,2.921,0.0463,0.0,4.4668,0.0,2.1029,0.3715,42.06,0.2177,94.7019,0.0331,325.389,0.1231,13266
AMBON2015,CEM,B,2015-08-20T13:25:46,-161.5062,71.5987,44.4,34,41.62,1,26.0141,26.0117,32.3411,32.3381,41.188,1.5658,1.5663,2.5799,2.5797,0.0,1.9829,0.0652,0.0,2.636,0.0,0.2218,0.0098,4.44,2.328,55.8779,0.0805,231.89,0.0,3939
AMBON2015,CEM,B,2015-08-20T13:27:11,-161.5062,71.5987,44.4,34,31.95,2,25.8427,25.8385,32.1339,32.1288,31.622,1.4315,1.4319,2.575,2.5746,0.0,2.7084,0.3417,0.0,3.0083,0.0,0.7033,0.0098,14.07,1.7994,63.7719,0.7717,345.023,0.0,5976
AMBON2015,CEM,B,2015-08-20T13:28:43,-161.5062,71.5987,44.4,34,20.28,3,25.509,25.5064,31.7488,31.7456,20.068,0.6907,0.6899,2.6043,2.6041,0.0,3.3195,0.0565,0.0,4.3553,0.0,1.3418,0.6363,26.84,0.3189,92.3377,0.0588,433.429,0.2992,8187
AMBON2015,CEM,B,2015-08-20T13:29:44,-161.5062,71.5987,44.4,34,10.34,4,22.4608,22.459,28.3915,28.3884,10.239,4.794,4.788,2.7535,2.7528,0.0,2.94,0.044,0.0688,4.5303,0.0,1.8368,0.968,36.74,0.1613,96.0483,0.0274,325.318,0.7481,9653
AMBON2015,CEM,B,2015-08-20T13:30:52,-161.5062,71.5987,44.4,34,5.08,5,21.8338,21.8341,27.5726,27.5731,5.026,4.5644,4.5648,2.6642,2.6643,0.0,2.9092,0.0472,0.0,4.4644,0.0,2.0692,1.14,41.38,0.2199,94.6506,0.0354,325.731,1.1569,11295
AMBON2015,ML4.8,B,2015-08-21T05:03:23,-161.7733,71.7193,42.0,35,38.21,1,25.8246,25.822,32.1114,32.1083,37.813,1.4365,1.4381,2.5733,2.5729,0.0,2.5521,0.1635,0.0,2.8238,0.0,0.2216,0.0448,4.43,2.0526,59.8605,0.3264,320.182,0.0078,4589
AMBON2015,ML4.8,B,2015-08-21T05:04:55,-161.7733,71.7193,42.0,35,30.45,2,25.8096,25.807,32.0939,32.0906,30.135,1.4089,1.4101,2.5738,2.5735,0.0,2.6871,0.3046,0.0,3.1155,0.0,0.6292,1.3142,12.58,1.6593,66.0462,0.6791,340.423,1.7732,6790
AMBON2015,ML4.8,B,2015-08-21T05:06:18,-161.7733,71.7193,42.0,35,20.37,3,25.5875,25.5844,31.8366,31.8329,20.164,0.9214,0.9185,2.5927,2.5927,0.0,3.2545,0.0674,0.0,4.3287,0.0,1.1008,2.3302,22.02,0.3434,91.7729,0.086,423.952,19.263,8772
AMBON2015,ML4.8,B,2015-08-21T05:07:48,-161.7733,71.7193,42.0,35,10.8,4,22.5632,22.5915,28.4532,28.489,10.693,4.2192,4.2207,2.7157,2.7189,0.0,3.163,0.0587,0.0967,4.3462,0.0,1.5473,2.7891,30.95,0.3272,92.1449,0.0643,366.778,55.596,10955
AMBON2015,ML4.8,B,2015-08-21T05:08:56,-161.7733,71.7193,42.0,35,5.24,5,21.3368,21.3351,26.9381,26.9359,5.182,4.5005,4.4999,2.6038,2.6036,0.0,2.893,0.0457,0.0,4.445,0.0,1.8061,2.9706,36.12,0.2372,94.2411,0.0316,325.39,84.515,12576
AMBON2015,ML4.9,B,2015-08-21T07:42:27,-162.1582,71.8508,39.8,36,36.28,1,25.8455,25.8431,32.1372,32.1342,35.911,1.4407,1.441,2.5747,2.5745,0.0,2.502,0.1606,0.0,2.878,0.0,0.1263,0.0098,2.53,1.9766,61.0093,0.319,311.839,0.0,3782
AMBON2015,ML4.9,B,2015-08-21T07:43:35,-162.1582,71.8508,39.8,36,29.65,2,25.8285,25.826,32.1163,32.1133,29.346,1.436,1.4364,2.5733,2.573,0.0,2.5458,0.2015,0.0,3.3175,0.0,0.4707,0.3745,9.42,1.4078,70.3306,0.4211,319.399,0.1218,5416
AMBON2015,ML4.9,B,2015-08-21T07:44:42,-162.1582,71.8508,39.8,36,24.48,3,25.7664,25.7649,32.0439,32.042,24.224,1.3042,1.3069,2.5781,2.5778,0.0,2.8129,0.235,0.0,3.4934,0.0,0.7456,0.9454,14.91,1.2025,74.0602,0.5052,359.771,0.7056,7022
AMBON2015,ML4.9,B,2015-08-21T07:45:44,-162.1582,71.8508,39.8,36,19.73,4,25.5254,25.52,31.761,31.7544,19.529,0.8941,0.8887,2.5892,2.5892,0.0,3.2577,0.0798,0.0,4.257,0.0,0.9845,1.1772,19.69,0.4102,90.2537,0.117,423.85,1.2685,8525
AMBON2015,ML4.9,B,2015-08-21T07:47:03,-162.1582,71.8508,39.8,36,9.91,5,23.595,23.6079,29.7283,29.7439,9.805,4.0029,3.9974,2.8091,2.81,0.0,3.3985,0.0579,0.0,4.3473,0.0,1.4718,1.592,29.44,0.3262,92.1681,0.0624,391.23,3.4445,10412
AMBON2015,ML4.9,B,2015-08-21T07:48:17,-162.1582,71.8508,39.8,36,4.67,6,21.2744,21.2758,26.8182,26.8198,4.623,4.1218,4.1209,2.5662,2.5663,0.0,2.8823,0.0486,0.0,4.4761,0.0,1.7313,1.6735,34.63,0.2094,94.8995,0.039,327.521,4.1766,12196
AMBON2015,ML4.9,B,2015-08-21T07:48:24,-162.1582,71.8508,39.8,36,4.67,7,21.2696,21.2725,26.8123,26.8157,4.618,4.1232,4.1211,2.5658,2.566,0.0,2.8844,0.0485,0.0,4.4764,0.0,1.734,1.6749,34.68,0.2091,94.9059,0.0388,327.699,4.1893,12368
AMBON2015,ML4.9,B,2015-08-21T07:48:35,-162.1582,71.8508,39.8,36,4.65,8,21.2674,21.2658,26.8093,26.8073,4.598,4.1224,4.1219,2.5655,2.5653,0.0,2.8822,0.0472,0.0,4.472,0.0,1.7343,1.6769,34.69,0.2131,94.8123,0.0354,326.858,4.2086,12613
AMBON2015,ML4.10,B,2015-08-21T10:18:08,-162.5413,71.9795,30.2,37,27.64,1,25.7774,25.7763,32.0604,32.0588,27.351,1.2149,1.2206,2.5865,2.5859,0.0,2.8145,0.4146,0.0,2.7512,0.0,0.2133,0.0098,4.27,2.1569,58.3212,0.954,358.362,0.0,3740
AMBON2015,ML4.10,B,2015-08-21T10:19:30,-162.5413,71.9795,30.2,37,20.04,2,25.6361,25.6334,31.9015,31.8981,19.836,0.8003,0.8014,2.607,2.6067,0.0,3.2772,0.1761,0.0,3.8469,0.0,0.6086,0.0133,12.17,0.8156,81.5553,0.3578,424.408,0.0008,5725
AMBON2015,ML4.10,B,2015-08-21T10:20:48,-162.5413,71.9795,30.2,37,10.27,3,21.926,21.9431,27.6634,27.6833,10.165,4.3404,4.3256,2.656,2.6566,0.0,2.9729,0.0652,0.0995,4.3055,0.0,1.1004,0.2033,22.01,0.3649,91.2814,0.0805,336.193,0.052,7592
