Cruise,Station,Type,Date_Time,Longitude_[decimal_degrees_east],Latitude_[decimal_degrees_north],Bot. Depth [m],Cast_Number,Pressure_[dbar],Bottle_Number,salinity_[psu],salinity2_[psu],density_[kg/m3_sigmat],density2_[kg/m3_sigmat],depth_[m],temperature_[C],temperature2_[C],conductivity_[S/m],conductivity2_[S/m],voltage0_[V],voltage1_[V],voltage2_[V],voltage3_[V],voltage4_[V],voltage5_[V],voltage6_[V],voltage7_[V],altimeter_[m],beamAttenuation_[1/m],beamTransmission_[%],fluorescence_[mg/m3],oxygen_[umol/kg],par_[umol_photons/m2/sec],scan
AMBON2015,ML4.10,B,2015-08-21T10:22:01,-162.5413,71.9795,30.2,37,5.48,4,21.6249,21.6233,27.2871,27.2849,5.429,4.3702,4.3686,2.625,2.6247,0.0,2.8956,0.0562,0.0998,4.3676,0.0,1.3434,0.4544,26.87,0.3076,92.5982,0.0578,325.739,0.1652,9338
AMBON2015,ML4.11,B,2015-08-21T12:34:25,-162.9238,72.109,37.4,38,34.82,1,25.8422,25.8386,32.2085,32.2043,34.458,0.2344,0.2377,2.7131,2.713,0.0,2.6386,0.0604,0.0763,3.958,0.0,0.2378,0.0098,4.76,0.7016,83.9126,0.0686,316.07,0.0,4209
AMBON2015,ML4.11,B,2015-08-21T12:35:54,-162.9238,72.109,37.4,38,30.25,2,25.8405,25.838,32.2065,32.2034,29.937,0.2346,0.2343,2.7127,2.7125,0.0,2.6448,0.0588,0.0855,3.9804,0.0,0.4738,0.01,9.48,0.679,84.3866,0.0647,317.103,0.0,6324
AMBON2015,ML4.11,B,2015-08-21T12:37:12,-162.9238,72.109,37.4,38,20.38,3,25.0246,25.033,31.5906,31.5954,20.169,4.511,4.4656,3.0104,3.007,0.0,3.0433,0.0502,0.1,4.485,0.0,0.9761,0.2351,19.52,0.2014,95.0892,0.0431,334.83,0.0629,8207
AMBON2015,ML4.11,B,2015-08-21T12:38:44,-162.9238,72.109,37.4,38,14.63,4,24.6861,24.6846,31.3367,31.3347,14.481,5.7708,5.7701,3.092,3.0918,0.0,2.8993,0.0476,0.1036,4.4486,0.0,1.2603,0.3673,25.21,0.2341,94.3161,0.0365,305.518,0.1183,10428
AMBON2015,ML4.11,B,2015-08-21T12:40:12,-162.9238,72.109,37.4,38,9.29,5,24.0674,24.0329,30.5244,30.4805,9.191,5.5676,5.5661,3.0027,2.9987,0.0,2.8838,0.0507,0.0995,4.421,0.0,1.5297,0.511,30.59,0.259,93.7312,0.0444,306.997,0.201,12522
AMBON2015,ML4.11,B,2015-08-21T12:41:23,-162.9238,72.109,37.4,38,4.3,6,21.3549,21.4317,26.9316,27.029,4.258,4.2332,4.2394,2.5841,2.593,0.0,2.8901,0.052,0.0,4.4414,0.0,1.7811,0.7232,35.62,0.2406,94.1624,0.0476,326.937,0.3863,14226
AMBON2015,ML4.115,B,2015-08-21T14:51:16,-163.1082,72.1688,37.1,39,14.92,1,24.7491,24.6675,31.4546,31.3674,14.765,6.0263,6.1326,3.1238,3.1248,0.0,2.8424,0.0524,0.0,4.4669,0.0,1.2085,1.8927,24.17,0.2176,94.7051,0.0486,295.317,6.9753,4834
AMBON2015,ML4.115,B,2015-08-21T14:51:24,-163.1082,72.1688,37.1,39,14.9,2,24.7534,24.7894,31.436,31.4781,14.751,5.8662,5.8427,3.1088,3.1106,0.0,2.8494,0.0495,0.0,4.4691,0.0,1.2076,1.8944,24.15,0.2157,94.7515,0.0412,299.705,7.0038,5024
AMBON2015,ML4.12,B,2015-08-22T04:05:20,-163.3172,72.2387,37.9,41,35.23,1,25.7983,25.797,32.1605,32.1579,34.862,0.3395,0.3247,2.7179,2.7165,0.0,2.6778,0.0502,0.096,3.4598,0.0,0.2266,1.5197,4.53,1.2399,73.3479,0.0429,321.582,2.9038,3571
AMBON2015,ML4.12,B,2015-08-22T04:06:28,-163.3172,72.2387,37.9,41,30.1,2,25.7852,25.7828,32.1535,32.1506,29.791,0.488,0.4891,2.729,2.7289,0.0,2.6977,0.0542,0.0978,3.6893,0.0,0.4962,2.0269,9.92,0.9829,78.2141,0.0529,323.038,9.5356,5208
AMBON2015,ML4.12,B,2015-08-22T04:07:38,-163.3172,72.2387,37.9,41,24.97,3,25.5533,25.5522,31.8767,31.8753,24.716,0.6606,0.6595,2.7212,2.721,0.0,3.1383,0.0473,0.0965,4.5397,0.0,0.7174,2.2618,14.35,0.153,96.2475,0.0358,386.73,16.445,6878
AMBON2015,ML4.12,B,2015-08-22T04:08:42,-163.3172,72.2387,37.9,41,20.25,4,24.6777,24.6762,31.3931,31.39,20.044,6.2167,6.2087,3.1343,3.1334,0.0,2.8634,0.0513,0.1106,4.4846,0.0,0.9572,2.4449,19.14,0.2019,95.0787,0.0457,298.598,25.117,8426
AMBON2015,ML4.12,B,2015-08-22T04:09:52,-163.3172,72.2387,37.9,41,9.83,5,24.5656,24.565,31.2889,31.2887,9.729,6.4587,6.4627,3.1446,3.145,0.0,2.8661,0.0464,0.112,4.4649,0.0,1.4563,2.7218,29.13,0.2195,94.6612,0.0335,295.986,47.602,10099
AMBON2015,ML4.12,B,2015-08-22T04:10:44,-163.3172,72.2387,37.9,41,5.19,6,24.5079,24.506,31.2778,31.2767,5.14,6.8464,6.8544,3.1758,3.1763,0.0,2.8483,0.0452,0.1065,4.4778,0.0,1.7069,2.8728,34.14,0.2078,94.9365,0.0304,291.005,67.469,11339
AMBON2015,ML4.12,B,2015-08-22T04:10:57,-163.3172,72.2387,37.9,41,5.13,7,24.5072,24.505,31.2805,31.2778,5.075,6.8686,6.8692,3.1779,3.1777,0.0,2.8489,0.0443,0.1061,4.4797,0.0,1.72,2.8817,34.4,0.2062,94.9751,0.0281,290.556,68.84,11667
AMBON2015,ML4.13,B,2015-08-22T06:30:48,-163.7218,72.3645,42.2,42,39.67,1,25.9577,25.9555,32.3325,32.3298,39.259,0.1012,0.1013,2.6958,2.6956,0.0,2.7143,0.0437,0.0777,3.3264,0.0,0.2058,0.6353,4.12,1.3972,70.5188,0.0268,331.029,0.2984,4047
AMBON2015,ML4.13,B,2015-08-22T06:32:10,-163.7218,72.3645,42.2,42,30.41,2,25.8955,25.8926,32.2702,32.2669,30.092,0.16,0.1639,2.7116,2.7117,0.0,2.8538,0.0403,0.0785,4.2776,0.0,0.6076,1.3547,12.15,0.3912,90.6891,0.0182,348.751,1.9566,6017
AMBON2015,ML4.13,B,2015-08-22T06:33:40,-163.7218,72.3645,42.2,42,20.33,3,24.8665,24.8787,31.5764,31.5795,20.12,5.8484,5.7653,3.1201,3.1134,0.0,3.0464,0.0731,0.1032,4.4436,0.0,1.1516,1.7123,23.03,0.2386,94.2094,0.1001,320.822,4.574,8174
AMBON2015,ML4.13,B,2015-08-22T06:34:48,-163.7218,72.3645,42.2,42,10.02,4,24.5199,24.518,31.3472,31.3444,9.916,7.1735,7.1713,3.2098,3.2093,0.0,2.8357,0.0495,0.1068,4.4763,0.0,1.6716,2.0335,33.43,0.2093,94.9027,0.0412,287.05,9.684,9815
AMBON2015,ML4.13,B,2015-08-22T06:36:00,-163.7218,72.3645,42.2,42,5.17,5,24.5206,24.5185,31.348,31.3452,5.116,7.172,7.1716,3.2095,3.2092,0.0,2.8354,0.0471,0.1,4.4707,0.0,1.9182,2.2002,38.36,0.2143,94.7843,0.0352,286.968,14.259,11541
AMBON2015,ML4.14,B,2015-08-22T09:17:50,-164.1027,72.4965,47.4,43,43.75,1,26.1141,26.1119,32.478,32.4752,43.3,1.1503,1.1508,2.623,2.6227,0.0,2.2462,0.0571,0.0845,3.5511,0.0,0.2166,0.0098,4.33,1.1359,75.282,0.0602,269.503,0.0,3797
AMBON2015,ML4.14,B,2015-08-22T09:17:59,-164.1027,72.4965,47.4,43,43.86,2,26.114,26.1117,32.4778,32.475,43.402,1.1487,1.1493,2.6231,2.6228,0.0,2.2442,0.0548,0.0841,3.4643,0.0,0.2156,0.0098,4.31,1.2348,73.442,0.0547,268.845,0.0,4019
AMBON2015,ML4.14,B,2015-08-22T09:19:51,-164.1027,72.4965,47.4,43,29.84,3,26.1033,26.0991,32.4687,32.4636,29.533,1.0439,1.0391,2.6302,2.6302,0.0,2.3451,0.0883,0.0816,4.0125,0.0,0.9206,0.0098,18.41,0.6483,85.0682,0.1382,283.707,0.0,6708
AMBON2015,ML4.14,B,2015-08-22T09:20:01,-164.1027,72.4965,47.4,43,29.7,4,26.103,26.1004,32.4682,32.4651,29.398,1.0422,1.0406,2.6302,2.6301,0.0,2.3421,0.0901,0.0814,4.1797,0.0,0.9274,0.0098,18.55,0.4836,88.6129,0.1426,282.844,0.0,6948
AMBON2015,ML4.14,B,2015-08-22T09:21:14,-164.1027,72.4965,47.4,43,20.5,5,25.8246,25.8197,32.2253,32.2169,20.287,0.8261,0.7943,2.7614,2.7582,0.0,3.2828,0.047,0.0838,4.5357,0.0,1.392,0.0876,27.84,0.1565,96.164,0.0349,403.576,0.0182,8695
AMBON2015,ML4.14,B,2015-08-22T09:22:35,-164.1027,72.4965,47.4,43,9.92,6,24.4454,24.4436,30.9878,30.9852,9.821,5.4628,5.461,3.0354,3.035,0.0,2.8889,0.0482,0.0948,4.4571,0.0,1.9324,0.3533,38.65,0.2264,94.4963,0.0381,307.493,0.1116,10634
AMBON2015,ML4.14,B,2015-08-22T09:23:31,-164.1027,72.4965,47.4,43,5.29,7,24.4457,24.4436,30.989,30.9861,5.238,5.4685,5.4673,3.0358,3.0354,0.0,2.8891,0.0482,0.0948,4.4578,0.0,2.1821,0.5248,43.64,0.2258,94.5111,0.0381,307.19,0.2113,11982
AMBON2015,ML3.14,B,2015-08-22T14:33:37,-165.3588,72.12,42.7,44,40.11,1,25.7767,25.7747,32.2274,32.2248,39.695,1.6299,1.6292,2.8277,2.8274,0.0,2.7361,0.0444,0.0767,2.9997,0.0,0.2161,0.0569,4.32,1.8108,63.5901,0.0283,318.056,0.0107,3856
AMBON2015,ML3.14,B,2015-08-22T14:35:08,-165.3588,72.12,42.7,44,30.61,2,25.7555,25.7535,32.2209,32.2182,30.292,1.8612,1.8601,2.8456,2.8453,0.0,2.7415,0.0686,0.0777,3.515,0.0,0.6979,0.8821,13.96,1.1765,74.5179,0.0889,315.585,0.5973,6047
AMBON2015,ML3.14,B,2015-08-22T14:36:28,-165.3588,72.12,42.7,44,20.42,3,24.7848,24.7818,31.6476,31.6447,20.215,6.957,6.9623,3.2197,3.2198,0.0,2.8621,0.0605,0.0982,4.3894,0.0,1.2226,1.3915,24.45,0.2877,93.0606,0.0688,291.621,2.1368,7972
AMBON2015,ML3.14,B,2015-08-22T14:37:58,-165.3588,72.12,42.7,44,10.44,4,24.5678,24.5651,31.4331,31.4295,10.337,7.3208,7.3195,3.2301,3.2297,0.0,2.8426,0.0531,0.0985,4.4212,0.0,1.7164,1.7709,34.33,0.2587,93.7359,0.0504,286.597,5.2478,10126
AMBON2015,ML3.14,B,2015-08-22T14:39:21,-165.3588,72.12,42.7,44,5.45,5,24.5612,24.5592,31.4223,31.4195,5.394,7.3055,7.3044,3.2276,3.2273,0.0,2.8435,0.0531,0.0948,4.424,0.0,1.9662,2.0056,39.32,0.2562,93.7946,0.0504,286.369,9.0794,12102
AMBON2015,ML3.13,B,2015-08-23T04:14:39,-164.9537,71.9935,38.4,45,35.58,1,25.677,25.6747,32.0849,32.0825,35.21,1.4066,1.4127,2.798,2.7983,0.0,2.595,0.0537,0.0858,3.6814,0.0,0.057,1.0933,1.14,0.9915,78.0466,0.0518,300.166,1.0306,3603
AMBON2015,ML3.13,B,2015-08-23T04:18:00,-164.9537,71.9935,38.4,45,31.28,2,25.6538,25.6528,32.0715,32.0678,30.956,1.5979,1.5682,2.8123,2.8096,0.0,2.6044,0.0659,0.0804,3.8663,0.0,0.338,1.6492,6.76,0.7981,81.9664,0.0823,299.348,3.9426,8439
AMBON2015,ML3.13,B,2015-08-23T04:19:24,-164.9537,71.9935,38.4,45,20.0,3,25.3614,25.3445,31.9706,31.9666,19.797,4.1609,4.2986,3.014,3.0251,0.0,2.9881,0.0704,0.0836,4.4289,0.0,0.8827,2.2192,17.65,0.2518,93.8987,0.0936,325.008,14.91,10447
AMBON2015,ML3.13,B,2015-08-23T04:20:22,-164.9537,71.9935,38.4,45,9.47,4,24.408,24.4058,31.1876,31.1845,9.374,7.0696,7.0676,3.1863,3.1858,0.0,2.8377,0.0514,0.0878,4.4175,0.0,1.4205,2.6669,28.41,0.2621,93.6572,0.0459,288.515,41.953,11848
AMBON2015,ML3.13,B,2015-08-23T04:21:22,-164.9537,71.9935,38.4,45,5.01,5,24.3144,24.3143,31.1054,31.1042,4.955,7.2885,7.2821,3.1968,3.1961,0.0,2.8399,0.0495,0.0884,4.4213,0.0,1.6525,2.8059,33.05,0.2587,93.737,0.0412,286.712,57.829,13289
AMBON2015,ML3.13,B,2015-08-23T04:21:34,-164.9537,71.9935,38.4,45,4.9,6,24.3046,24.3033,31.0967,31.0945,4.854,7.3102,7.3073,3.1978,3.1973,0.0,2.8428,0.0494,0.0884,4.4189,0.0,1.6443,2.7898,32.89,0.2609,93.6857,0.041,286.824,55.761,13561
AMBON2015,ML3.12,B,2015-08-23T06:56:19,-164.556,71.8712,37.7,46,33.91,1,25.7137,25.7115,32.1096,32.1067,33.556,1.1337,1.1327,2.7778,2.7775,0.0,2.6032,0.058,0.0776,3.5725,0.0,0.2676,0.5636,5.35,1.1116,75.7374,0.0626,302.875,0.2388,3827
AMBON2015,ML3.12,B,2015-08-23T06:58:08,-164.556,71.8712,37.7,46,19.81,2,24.717,24.7332,31.4416,31.4489,19.609,6.2077,6.122,3.138,3.1315,0.0,2.9313,0.0584,0.0808,4.4573,0.0,0.9613,1.5059,19.23,0.2262,94.5,0.0636,316.445,2.8092,6426
AMBON2015,ML3.12,B,2015-08-23T06:59:37,-164.556,71.8712,37.7,46,9.23,3,24.6098,24.6076,31.3799,31.3771,9.138,6.6788,6.6778,3.1713,3.1709,0.0,2.8581,0.0494,0.0822,4.4339,0.0,1.4941,1.8962,29.88,0.2473,94.0038,0.0411,293.103,7.0347,8566
AMBON2015,ML3.12,B,2015-08-23T07:00:52,-164.556,71.8712,37.7,46,4.77,4,24.61,24.6077,31.3801,31.3771,4.726,6.6776,6.6769,3.171,3.1707,0.0,2.8621,0.0507,0.0783,4.4315,0.0,1.7019,2.0336,34.04,0.2494,93.9542,0.0442,293.394,9.6883,10374
AMBON2015,ML3.11,B,2015-08-23T09:49:16,-164.1662,71.7453,36.0,47,33.29,1,25.746,25.744,32.1773,32.1747,32.943,1.4861,1.4854,2.8117,2.8114,0.0,2.5857,0.0757,0.0731,3.8134,0.0,0.227,0.0098,4.54,0.8505,80.8473,0.1068,298.016,0.0,4025
AMBON2015,ML3.11,B,2015-08-23T09:51:21,-164.1662,71.7453,36.0,47,20.45,2,25.6316,25.615,32.1031,32.0888,20.243,2.2686,2.3368,2.869,2.8734,0.0,3.0383,0.1024,0.0736,4.271,0.0,0.7613,0.0099,15.23,0.3971,90.549,0.1736,354.12,0.0,7021
AMBON2015,ML3.11,B,2015-08-23T09:52:52,-164.1662,71.7453,36.0,47,9.87,3,24.4579,24.4514,31.0797,31.0707,9.769,5.9859,5.9808,3.0866,3.0853,0.0,2.8479,0.0473,0.0781,4.4659,0.0,1.3083,0.19,26.17,0.2185,94.6834,0.0357,298.179,0.0476,9221
AMBON2015,ML3.11,B,2015-08-23T09:54:19,-164.1662,71.7453,36.0,47,4.84,4,24.229,24.2283,30.765,30.7641,4.794,5.8189,5.8183,3.0444,3.0443,0.0,2.8522,0.047,0.0737,4.4543,0.0,1.5773,0.4372,31.55,0.2289,94.4382,0.0349,300.179,0.1562,11301
AMBON2015,ML3.10,B,2015-08-23T12:30:47,-163.7655,71.617,38.8,48,36.86,1,25.82,25.8178,32.2118,32.2091,36.483,0.7152,0.7149,2.7521,2.7519,0.0,2.6874,0.0778,0.0685,3.6054,0.0,0.2105,0.0098,4.21,1.0749,76.4354,0.112,318.883,0.0,3869
AMBON2015,ML3.10,B,2015-08-23T12:30:56,-163.7655,71.617,38.8,48,36.86,2,25.8199,25.8176,32.2116,32.2087,36.478,0.7135,0.7139,2.752,2.7518,0.0,2.6902,0.0751,0.0687,3.6224,0.0,0.2025,0.0098,4.05,1.0561,76.7953,0.1053,320.192,0.0,4110
AMBON2015,ML3.10,B,2015-08-23T12:31:05,-163.7655,71.617,38.8,48,36.67,3,25.8201,25.8179,32.2115,32.2088,36.292,0.7092,0.7091,2.7516,2.7514,0.0,2.6922,0.0806,0.0701,3.7061,0.0,0.2006,0.0098,4.01,0.9646,78.5719,0.1189,320.303,0.0,4320
AMBON2015,ML3.10,B,2015-08-23T12:31:14,-163.7655,71.617,38.8,48,36.33,4,25.82,25.8178,32.2115,32.2088,35.957,0.7107,0.7104,2.7517,2.7515,0.0,2.6945,0.0724,0.0703,3.6804,0.0,0.2305,0.0098,4.61,0.9925,78.026,0.0986,320.233,0.0,4526
AMBON2015,ML3.10,B,2015-08-23T12:32:38,-163.7655,71.617,38.8,48,30.26,5,25.8186,25.8165,32.211,32.2083,29.946,0.728,0.7278,2.7528,2.7526,0.0,2.6991,0.0813,0.068,3.8437,0.0,0.4773,0.0098,9.55,0.8188,81.4888,0.1208,320.756,0.0,6546
AMBON2015,ML3.10,B,2015-08-23T12:34:05,-163.7655,71.617,38.8,48,19.69,6,24.8675,24.8652,31.6251,31.6222,19.484,6.1611,6.1609,3.1506,3.1503,0.0,2.8895,0.0527,0.075,3.9352,0.0,0.9774,0.06,19.55,0.7354,83.4291,0.0494,300.694,0.0114,8628
AMBON2015,ML3.10,B,2015-08-23T12:35:06,-163.7655,71.617,38.8,48,9.31,7,24.3991,24.3938,30.9864,30.9776,9.212,5.8596,5.8455,3.0678,3.0658,0.0,2.8671,0.0457,0.0742,4.4671,0.0,1.4812,0.237,29.62,0.2175,94.7088,0.0317,301.658,0.0637,10102
AMBON2015,ML3.10,B,2015-08-23T12:36:11,-163.7655,71.617,38.8,48,4.16,8,23.6835,23.6727,30.0313,30.0165,4.122,5.5149,5.507,2.9544,2.9524,0.0,2.8342,0.0433,0.0705,4.4693,0.0,1.7485,0.5427,34.97,0.2156,94.7536,0.0258,301.656,0.2287,11649
AMBON2015,ML3.9,B,2015-08-23T14:59:42,-163.3925,71.4878,40.3,50,38.13,1,25.8326,25.8304,32.2273,32.2246,37.741,0.7145,0.7134,2.7533,2.753,0.0,2.5542,0.0871,0.0634,3.8198,0.0,0.1805,0.6541,3.61,0.8438,80.9809,0.1354,299.681,0.3156,3323
AMBON2015,ML3.9,B,2015-08-23T15:01:00,-163.3925,71.4878,40.3,50,30.71,2,25.8297,25.8275,32.2248,32.2221,30.397,0.7299,0.7293,2.7541,2.7538,0.0,2.5972,0.0831,0.0643,4.1245,0.0,0.5692,1.2247,11.38,0.5368,87.4441,0.1253,305.566,1.4262,5212
AMBON2015,ML3.9,B,2015-08-23T15:01:08,-163.3925,71.4878,40.3,50,30.72,3,25.8297,25.8272,32.2249,32.2218,30.404,0.7304,0.7298,2.7541,2.7538,0.0,2.5982,0.0946,0.0647,4.0719,0.0,0.5671,1.2144,11.34,0.5882,86.3285,0.1539,305.72,1.3903,5394
AMBON2015,ML3.9,B,2015-08-23T15:02:19,-163.3925,71.4878,40.3,50,25.88,4,25.7995,25.7838,32.2107,32.1989,25.616,1.0588,1.1617,2.7793,2.7868,0.0,2.9011,0.1569,0.0655,3.9622,0.0,0.8056,1.5836,16.11,0.6975,84.0009,0.3098,347.983,3.3775,7110
AMBON2015,ML3.9,B,2015-08-23T15:03:29,-163.3925,71.4878,40.3,50,20.36,5,24.8438,24.8434,31.5798,31.579,20.15,6.0609,6.0593,3.1381,3.1379,0.0,2.864,0.0488,0.0713,4.4666,0.0,1.0508,1.7917,21.02,0.2179,94.6992,0.0396,298.168,5.5091,8778
AMBON2015,ML3.9,B,2015-08-23T15:04:48,-163.3925,71.4878,40.3,50,10.71,6,24.4174,24.4113,31.0292,31.0212,10.603,5.9919,5.9902,3.0826,3.0817,0.0,2.8442,0.0427,0.0699,4.4893,0.0,1.5768,2.0181,31.53,0.1977,95.178,0.0243,297.798,9.3452,10668
AMBON2015,ML3.9,B,2015-08-23T15:05:54,-163.3925,71.4878,40.3,50,4.81,7,24.1534,24.1496,30.6702,30.6654,4.758,5.8248,5.8244,3.0364,3.036,0.0,2.8449,0.0464,0.0666,4.4556,0.0,1.8631,2.2101,37.26,0.2278,94.4641,0.0335,299.573,14.59,12257
AMBON2015,ML3.8,B,2015-08-24T04:42:44,-163.0028,71.3617,43.2,52,40.05,1,25.8588,25.8569,32.2005,32.198,39.64,0.2818,0.283,2.6714,2.6711,0.0,2.7603,0.1364,0.065,3.8699,0.0,0.2175,1.5419,4.35,0.7917,82.0431,0.2585,340.063,3.0595,3875
AMBON2015,ML3.8,B,2015-08-24T04:42:56,-163.0028,71.3617,43.2,52,40.21,2,25.8585,25.8569,32.2002,32.198,39.798,0.2806,0.2833,2.6715,2.6711,0.0,2.7619,0.1484,0.0659,3.8724,0.0,0.2167,1.5231,4.33,0.789,82.098,0.2886,340.701,2.926,4167
AMBON2015,ML3.8,B,2015-08-24T04:43:06,-163.0028,71.3617,43.2,52,40.15,3,25.8587,25.8567,32.2004,32.1979,39.732,0.2809,0.2818,2.6715,2.6712,0.0,2.7607,0.1379,0.066,3.8715,0.0,0.2189,1.5218,4.38,0.79,82.078,0.2622,340.235,2.9167,4418
AMBON2015,ML3.8,B,2015-08-24T04:43:15,-163.0028,71.3617,43.2,52,40.2,4,25.8586,25.8566,32.2003,32.1978,39.782,0.2824,0.282,2.6713,2.6712,0.0,2.7607,0.1445,0.0661,3.8762,0.0,0.2181,1.514,4.36,0.7851,82.1789,0.2789,340.531,2.8633,4619
AMBON2015,ML3.8,B,2015-08-24T04:44:45,-163.0028,71.3617,43.2,52,30.19,5,25.7656,25.7675,32.0825,32.0836,29.884,0.3342,0.3601,2.6579,2.6559,0.0,3.2685,0.0604,0.0641,4.4522,0.0,0.7193,2.3144,14.39,0.2309,94.3917,0.0684,422.272,18.575,6794
AMBON2015,ML3.8,B,2015-08-24T04:46:12,-163.0028,71.3617,43.2,52,20.16,6,24.8311,24.8303,31.4137,31.4109,19.95,5.0202,5.0067,3.037,3.0356,0.0,3.1273,0.0465,0.0702,4.5014,0.0,1.2368,2.71,24.74,0.1869,95.4364,0.0337,341.222,46.328,8869
AMBON2015,ML3.8,B,2015-08-24T04:47:29,-163.0028,71.3617,43.2,52,10.29,7,23.516,23.5143,29.7948,29.7925,10.187,5.336,5.3348,2.9194,2.9191,0.0,2.9393,0.0403,0.071,4.5237,0.0,1.7433,2.9209,34.87,0.1671,95.9083,0.0183,317.811,75.395,10721
AMBON2015,ML3.8,B,2015-08-24T04:48:24,-163.0028,71.3617,43.2,52,5.15,8,23.2732,23.2641,29.5101,29.4981,5.099,5.5008,5.4968,2.9068,2.9054,0.0,2.9163,0.0397,0.07,4.5138,0.0,1.9975,2.9359,39.95,0.1759,95.6996,0.0166,313.908,78.017,12041
AMBON2015,ML3.8,B,2015-08-24T04:48:32,-163.0028,71.3617,43.2,52,5.18,9,23.2733,23.2547,29.5103,29.4861,5.126,5.5011,5.4962,2.9068,2.9043,0.0,2.9162,0.0409,0.07,4.5119,0.0,1.9922,2.9236,39.84,0.1776,95.6578,0.0197,313.856,75.818,12236
AMBON2015,ML3.7,B,2015-08-24T07:37:04,-162.6355,71.2328,43.5,54,41.31,1,25.9376,25.936,32.2552,32.2529,40.884,1.2973,1.3031,2.5949,2.5942,0.0,2.4857,0.2391,0.0608,3.7072,0.0,0.2075,0.2097,4.15,0.9634,78.5951,0.5153,308.619,0.0541,3898
AMBON2015,ML3.7,B,2015-08-24T07:38:43,-162.6355,71.2328,43.5,54,29.63,2,25.8382,25.8373,32.1835,32.1834,29.325,0.1194,0.1002,2.6826,2.6841,0.0,2.8905,0.0666,0.0608,4.4348,0.0,0.8002,0.8077,16.0,0.2465,94.0223,0.084,358.467,0.4887,6278
AMBON2015,ML3.7,B,2015-08-24T07:40:20,-162.6355,71.2328,43.5,54,19.96,3,24.8356,24.8307,31.5247,31.5219,19.756,5.7636,5.7867,3.1084,3.1101,0.0,3.0236,0.0434,0.0674,4.5193,0.0,1.2444,1.1115,24.89,0.171,95.8163,0.026,321.494,1.0772,8603
AMBON2015,ML3.7,B,2015-08-24T07:41:38,-162.6355,71.2328,43.5,54,9.72,4,24.2354,24.2322,30.7977,30.7897,9.616,5.9853,5.9589,3.0612,3.0583,0.0,2.9082,0.0427,0.0678,4.5032,0.0,1.7953,1.3698,35.91,0.1852,95.4744,0.0243,305.996,2.0279,10478
AMBON2015,ML3.7,B,2015-08-24T07:42:38,-162.6355,71.2328,43.5,54,5.0,5,23.8308,23.8404,30.2478,30.26,4.944,5.7287,5.7284,2.9908,2.9919,0.0,2.9058,0.0407,0.0656,4.5221,0.0,1.9966,1.4876,39.93,0.1685,95.8744,0.0193,308.763,2.6904,11917
AMBON2015,ML3.6,B,2015-08-24T10:34:57,-162.2552,71.1038,44.4,56,42.32,1,25.9448,25.9424,32.2678,32.265,41.89,1.1866,1.1825,2.6046,2.6047,0.0,2.6666,0.091,0.0554,3.9824,0.0,0.2032,0.0098,4.06,0.677,84.4305,0.1451,335.145,0.0,4584
AMBON2015,ML3.6,B,2015-08-24T10:36:51,-162.2552,71.1038,44.4,56,29.87,2,25.777,25.7774,32.0674,32.0675,29.567,1.0045,1.0128,2.6037,2.603,0.0,3.426,0.0679,0.0594,4.4467,0.0,0.805,0.0098,16.1,0.2358,94.2749,0.0872,451.876,0.0,7335
AMBON2015,ML3.6,B,2015-08-24T10:38:21,-162.2552,71.1038,44.4,56,19.96,3,24.4925,24.4811,31.116,31.1086,19.761,5.9366,5.9838,3.0862,3.0894,0.0,2.9234,0.05,0.0663,4.5002,0.0,1.2688,0.0098,25.38,0.188,95.4094,0.0424,306.547,0.0,9498
AMBON2015,ML3.6,B,2015-08-24T10:39:55,-162.2552,71.1038,44.4,56,9.41,4,24.1812,24.1789,30.926,30.9227,9.317,7.2301,7.2279,3.1754,3.175,0.0,2.8636,0.0524,0.0681,4.4417,0.0,1.7428,0.0695,34.86,0.2402,94.1703,0.0484,291.018,0.0137,11740
AMBON2015,ML3.6,B,2015-08-24T10:40:59,-162.2552,71.1038,44.4,56,4.58,5,24.0211,24.019,30.7731,30.7702,4.529,7.5288,7.5269,3.1858,3.1854,0.0,2.858,0.0522,0.0668,4.4177,0.0,2.0279,0.3777,40.56,0.262,93.6614,0.0479,288.35,0.1234,13292
AMBON2015,ML3.5,B,2015-08-24T13:19:36,-161.9008,70.9725,43.4,58,40.71,1,25.9079,25.9062,32.2336,32.2313,40.292,0.8888,0.8923,2.6256,2.6252,0.0,2.8216,0.0801,0.0,4.0795,0.0355,0.2279,0.0098,4.56,0.5806,86.4881,0.1176,356.007,0.0,3511
AMBON2015,ML3.5,B,2015-08-24T13:20:59,-161.9008,70.9725,43.4,58,30.18,2,25.8678,25.868,32.1815,32.1818,29.867,0.9513,0.9518,2.6163,2.6163,0.0,3.2332,0.1098,0.0,4.3165,0.0,0.7768,0.0098,15.54,0.3547,91.5144,0.1921,417.363,0.0,5492
AMBON2015,ML3.5,B,2015-08-24T13:22:17,-161.9008,70.9725,43.4,58,19.8,3,25.4882,25.5493,31.8274,31.8699,19.593,1.1145,0.6316,2.7535,2.7182,0.0,3.6509,0.0608,0.0,4.4402,0.0,1.3025,0.0701,26.05,0.2416,94.1391,0.0694,463.89,0.0138,7364
