Cruise,Station,Type,Date_Time,Longitude_[decimal_degrees_east],Latitude_[decimal_degrees_north],Bot. Depth [m],Cast,LOCAL_CDI_ID,pressure_[dbar],depth_[m],temperature_[C],temperature2_[C],conductivity_[S/m],conductivity2_[S/m],altimeter_[m],beamAttenuation_[1/m],beamTransmission_[%],fluorescence_[mg/m3],oxygen2_[umol/kg],par_[umol_photons/m2/sec],salinity_[psu],salinity2_[psu],density_[kg/m3_sigmat],density2_[kg/m3_sigmat],flag,filename,instrument1,platform1
AMBON2015,BC2,C,2015-08-10T08:54:48,-159.943,70.9253,51.6,1,AMBON2015_001_BC2,0.0,2.97,8.2954,8.2945,3.2642,3.2638,51.43,0.221,94.619,0.0411,281.464,2.711,30.9273,30.924,24.0352,24.0325,1.0,AMBON2015-001.cnv,SBE9,M/V Norseman II
AMBON2015,BC2,C,2015-08-10T08:54:48,-159.943,70.9253,51.6,1,AMBON2015_001_BC2,1.0,2.97,8.2954,8.2945,3.2642,3.2638,51.43,0.221,94.619,0.0411,281.464,2.711,30.9273,30.924,24.0353,24.0325,1.0,AMBON2015-001.cnv,SBE9,M/V Norseman II
AMBON2015,BC2,C,2015-08-10T08:54:48,-159.943,70.9253,51.6,1,AMBON2015_001_BC2,2.0,2.97,8.2954,8.2945,3.2642,3.2638,51.43,0.221,94.619,0.0411,281.464,2.711,30.9273,30.924,24.0353,24.0325,1.0,AMBON2015-001.cnv,SBE9,M/V Norseman II
AMBON2015,BC2,C,2015-08-10T08:54:48,-159.943,70.9253,51.6,1,AMBON2015_001_BC2,3.0,2.97,8.2954,8.2945,3.2642,3.2638,51.43,0.221,94.619,0.0411,281.464,2.711,30.9273,30.924,24.0353,24.0325,0.0,AMBON2015-001.cnv,SBE9,M/V Norseman II
AMBON2015,BC2,C,2015-08-10T08:54:48,-159.943,70.9253,51.6,1,AMBON2015_001_BC2,4.0,3.959,8.2844,8.2813,3.2633,3.2627,50.72,0.221,94.632,0.0376,281.649,2.34,30.9275,30.9238,24.037,24.0343,0.0,AMBON2015-001.cnv,SBE9,M/V Norseman II
AMBON2015,BC2,C,2015-08-10T08:54:48,-159.943,70.9253,51.6,1,AMBON2015_001_BC2,5.0,4.949,8.2623,8.261,3.2615,3.2611,49.91,0.22,94.645,0.0402,281.647,2.053,30.9278,30.9244,24.0405,24.0376,0.0,AMBON2015-001.cnv,SBE9,M/V Norseman II
AMBON2015,BC2,C,2015-08-10T08:54:48,-159.943,70.9253,51.6,1,AMBON2015_001_BC2,6.0,5.939,8.1907,8.2058,3.2558,3.2566,49.05,0.218,94.684,0.0409,281.594,1.834,30.9308,30.9258,24.0531,24.0467,0.0,AMBON2015-001.cnv,SBE9,M/V Norseman II
AMBON2015,BC2,C,2015-08-10T08:54:48,-159.943,70.9253,51.6,1,AMBON2015_001_BC2,7.0,6.929,8.1037,8.1049,3.251,3.2507,27.66,0.217,94.708,0.0396,282.002,1.66,30.9557,30.9514,24.085,24.0811,0.0,AMBON2015-001.cnv,SBE9,M/V Norseman II
AMBON2015,BC2,C,2015-08-10T08:54:48,-159.943,70.9253,51.6,1,AMBON2015_001_BC2,8.0,7.919,8.0538,8.0536,3.2486,3.2482,46.04,0.218,94.694,0.0396,282.051,1.477,30.9741,30.9704,24.1065,24.1032,0.0,AMBON2015-001.cnv,SBE9,M/V Norseman II
AMBON2015,BC2,C,2015-08-10T08:54:48,-159.943,70.9253,51.6,1,AMBON2015_001_BC2,9.0,8.908,7.9625,7.9633,3.2438,3.2435,45.36,0.216,94.732,0.0402,282.652,1.357,31.0039,30.9998,24.1428,24.1391,0.0,AMBON2015-001.cnv,SBE9,M/V Norseman II
AMBON2015,BC2,C,2015-08-10T08:54:48,-159.943,70.9253,51.6,1,AMBON2015_001_BC2,10.0,9.898,7.932,7.932,3.2431,3.2428,44.76,0.218,94.693,0.0414,282.925,1.24,31.0237,31.02,24.1626,24.1593,0.0,AMBON2015-001.cnv,SBE9,M/V Norseman II
AMBON2015,BC2,C,2015-08-10T08:54:48,-159.943,70.9253,51.6,1,AMBON2015_001_BC2,11.0,10.888,7.9135,7.9139,3.2438,3.2434,44.04,0.218,94.705,0.0383,284.518,1.129,31.0465,31.0421,24.1831,24.1791,0.0,AMBON2015-001.cnv,SBE9,M/V Norseman II
AMBON2015,BC2,C,2015-08-10T08:54:48,-159.943,70.9253,51.6,1,AMBON2015_001_BC2,12.0,11.878,7.8597,7.8626,3.2472,3.2465,41.28,0.215,94.764,0.0398,284.245,1.024,31.1298,31.1205,24.256,24.2479,0.0,AMBON2015-001.cnv,SBE9,M/V Norseman II
AMBON2015,BC2,C,2015-08-10T08:54:48,-159.943,70.9253,51.6,1,AMBON2015_001_BC2,13.0,12.867,7.8532,7.8523,3.2498,3.2494,41.44,0.209,94.903,0.0425,284.47,0.956,31.1631,31.1597,24.283,24.2801,0.0,AMBON2015-001.cnv,SBE9,M/V Norseman II
AMBON2015,BC2,C,2015-08-10T08:54:48,-159.943,70.9253,51.6,1,AMBON2015_001_BC2,14.0,13.857,7.8593,7.8585,3.2517,3.2513,40.48,0.202,95.089,0.0396,285.766,0.872,31.1776,31.174,24.2936,24.2904,0.0,AMBON2015-001.cnv,SBE9,M/V Norseman II
AMBON2015,BC2,C,2015-08-10T08:54:48,-159.943,70.9253,51.6,1,AMBON2015_001_BC2,15.0,14.847,7.8518,7.8523,3.2515,3.2512,40.19,0.194,95.264,0.0382,285.262,0.793,31.1817,31.1778,24.2979,24.2943,0.0,AMBON2015-001.cnv,SBE9,M/V Norseman II
AMBON2015,BC2,C,2015-08-10T08:54:48,-159.943,70.9253,51.6,1,AMBON2015_001_BC2,16.0,15.836,7.8402,7.8406,3.2511,3.2508,40.26,0.192,95.308,0.0431,284.939,0.731,31.1875,31.1833,24.304,24.3002,0.0,AMBON2015-001.cnv,SBE9,M/V Norseman II
AMBON2015,BC2,C,2015-08-10T08:54:48,-159.943,70.9253,51.6,1,AMBON2015_001_BC2,17.0,16.826,7.8344,7.8338,3.2512,3.2508,39.1,0.191,95.344,0.04,285.349,0.678,31.1926,31.189,24.3089,24.3057,0.0,AMBON2015-001.cnv,SBE9,M/V Norseman II
AMBON2015,BC2,C,2015-08-10T08:54:48,-159.943,70.9253,51.6,1,AMBON2015_001_BC2,18.0,17.816,7.7863,7.7889,3.2498,3.2495,37.77,0.191,95.326,0.0429,286.034,0.619,31.2211,31.2154,24.3379,24.3326,0.0,AMBON2015-001.cnv,SBE9,M/V Norseman II
AMBON2015,BC2,C,2015-08-10T08:54:48,-159.943,70.9253,51.6,1,AMBON2015_001_BC2,19.0,18.806,7.7537,7.7562,3.2474,3.2473,37.64,0.194,95.262,0.0562,286.921,0.565,31.2243,31.2204,24.345,24.3411,0.0,AMBON2015-001.cnv,SBE9,M/V Norseman II
AMBON2015,BC2,C,2015-08-10T08:54:48,-159.943,70.9253,51.6,1,AMBON2015_001_BC2,20.0,19.795,6.1995,6.2597,3.1251,3.1267,37.87,0.198,95.175,0.0726,298.069,0.518,31.3041,31.2671,24.6097,24.5666,0.0,AMBON2015-001.cnv,SBE9,M/V Norseman II
AMBON2015,BC2,C,2015-08-10T08:54:48,-159.943,70.9253,51.6,1,AMBON2015_001_BC2,21.0,20.785,4.4745,4.5143,2.9988,3.0016,36.2,0.229,94.443,0.1355,292.945,0.47,31.4902,31.4857,24.9488,24.9398,0.0,AMBON2015-001.cnv,SBE9,M/V Norseman II
AMBON2015,BC2,C,2015-08-10T08:54:48,-159.943,70.9253,51.6,1,AMBON2015_001_BC2,22.0,21.775,4.2223,4.2183,2.9798,2.9795,35.05,0.415,90.154,0.1805,292.361,0.406,31.5111,31.5113,24.9905,24.9908,0.0,AMBON2015-001.cnv,SBE9,M/V Norseman II
AMBON2015,BC2,C,2015-08-10T08:54:48,-159.943,70.9253,51.6,1,AMBON2015_001_BC2,23.0,22.765,4.1342,4.1364,2.9739,2.974,34.24,0.642,85.189,0.1676,301.153,0.321,31.5253,31.5245,25.0104,25.0093,0.0,AMBON2015-001.cnv,SBE9,M/V Norseman II
AMBON2015,BC2,C,2015-08-10T08:54:48,-159.943,70.9253,51.6,1,AMBON2015_001_BC2,24.0,23.754,4.1345,4.1361,2.9744,2.9744,33.92,0.785,82.18,0.162,290.463,0.248,31.5304,31.5289,25.0144,25.0128,0.0,AMBON2015-001.cnv,SBE9,M/V Norseman II
AMBON2015,BC2,C,2015-08-10T08:54:48,-159.943,70.9253,51.6,1,AMBON2015_001_BC2,25.0,24.744,4.121,4.114,2.9739,2.9732,33.71,0.841,81.044,0.165,285.871,0.186,31.5374,31.5358,25.0213,25.0204,0.0,AMBON2015-001.cnv,SBE9,M/V Norseman II
AMBON2015,BC2,C,2015-08-10T08:54:48,-159.943,70.9253,51.6,1,AMBON2015_001_BC2,26.0,25.734,4.1184,4.1209,2.9741,2.9741,32.61,0.859,80.671,0.1595,286.167,0.132,31.5419,31.5392,25.0251,25.0225,0.0,AMBON2015-001.cnv,SBE9,M/V Norseman II
AMBON2015,BC2,C,2015-08-10T08:54:48,-159.943,70.9253,51.6,1,AMBON2015_001_BC2,27.0,26.723,4.0986,4.0977,2.973,2.9726,32.92,0.88,80.244,0.158,288.409,0.092,31.5468,31.543,25.0309,25.0278,0.0,AMBON2015-001.cnv,SBE9,M/V Norseman II
AMBON2015,BC2,C,2015-08-10T08:54:48,-159.943,70.9253,51.6,1,AMBON2015_001_BC2,28.0,27.713,4.0843,4.0842,2.9721,2.9718,33.71,0.893,79.991,0.1641,289.614,0.059,31.5503,31.5469,25.0351,25.0321,0.0,AMBON2015-001.cnv,SBE9,M/V Norseman II
AMBON2015,BC2,C,2015-08-10T08:54:48,-159.943,70.9253,51.6,1,AMBON2015_001_BC2,29.0,28.703,4.0718,4.0718,2.9714,2.971,34.16,0.9,79.854,0.1607,289.666,0.038,31.553,31.5491,25.0384,25.035,0.0,AMBON2015-001.cnv,SBE9,M/V Norseman II
AMBON2015,BC2,C,2015-08-10T08:54:48,-159.943,70.9253,51.6,1,AMBON2015_001_BC2,30.0,29.692,4.0725,4.0703,2.9716,2.9711,34.65,0.909,79.675,0.1551,289.087,0.018,31.5546,31.5506,25.0396,25.0364,0.0,AMBON2015-001.cnv,SBE9,M/V Norseman II
AMBON2015,BC2,C,2015-08-10T08:54:48,-159.943,70.9253,51.6,1,AMBON2015_001_BC2,31.0,30.682,4.0756,4.0733,2.972,2.9715,32.68,0.925,79.359,0.1627,289.362,0.005,31.556,31.5522,25.0405,25.0374,0.0,AMBON2015-001.cnv,SBE9,M/V Norseman II
AMBON2015,BC2,C,2015-08-10T08:54:48,-159.943,70.9253,51.6,1,AMBON2015_001_BC2,32.0,31.672,4.0708,4.0705,2.9718,2.9714,31.58,0.926,79.327,0.1598,290.485,-0.0,31.5572,31.5533,25.0419,25.0385,0.0,AMBON2015-001.cnv,SBE9,M/V Norseman II
AMBON2015,BC2,C,2015-08-10T08:54:48,-159.943,70.9253,51.6,1,AMBON2015_001_BC2,33.0,32.661,4.0703,4.0689,2.9718,2.9714,31.07,0.941,79.032,0.1557,290.236,0.0,31.5577,31.554,25.0423,25.0393,0.0,AMBON2015-001.cnv,SBE9,M/V Norseman II
AMBON2015,BC2,C,2015-08-10T08:54:48,-159.943,70.9253,51.6,1,AMBON2015_001_BC2,34.0,33.651,4.0699,4.0695,2.9718,2.9715,30.7,0.959,78.679,0.1656,290.259,0.0,31.5578,31.5538,25.0425,25.039,0.0,AMBON2015-001.cnv,SBE9,M/V Norseman II
AMBON2015,BC2,C,2015-08-10T08:54:48,-159.943,70.9253,51.6,1,AMBON2015_001_BC2,35.0,34.641,4.0706,4.0702,2.9719,2.9715,29.27,0.959,78.689,0.1614,290.293,0.0,31.5575,31.5534,25.0422,25.0386,0.0,AMBON2015-001.cnv,SBE9,M/V Norseman II
AMBON2015,BC2,C,2015-08-10T08:54:48,-159.943,70.9253,51.6,1,AMBON2015_001_BC2,36.0,35.63,4.07,4.0694,2.9719,2.9716,28.16,0.963,78.61,0.1579,290.431,0.0,31.5579,31.5539,25.0425,25.0391,0.0,AMBON2015-001.cnv,SBE9,M/V Norseman II
AMBON2015,BC2,C,2015-08-10T08:54:48,-159.943,70.9253,51.6,1,AMBON2015_001_BC2,37.0,36.62,4.0709,4.0698,2.972,2.9716,27.31,0.964,78.583,0.1651,290.375,0.0,31.5577,31.5538,25.0423,25.039,0.0,AMBON2015-001.cnv,SBE9,M/V Norseman II
AMBON2015,BC2,C,2015-08-10T08:54:48,-159.943,70.9253,51.6,1,AMBON2015_001_BC2,38.0,37.61,4.0713,4.0702,2.9721,2.9717,27.21,0.992,78.039,0.1658,290.604,0.0,31.5578,31.5539,25.0424,25.039,0.0,AMBON2015-001.cnv,SBE9,M/V Norseman II
AMBON2015,BC2,C,2015-08-10T08:54:48,-159.943,70.9253,51.6,1,AMBON2015_001_BC2,39.0,38.599,4.0717,4.0717,2.9722,2.9719,24.88,0.98,78.272,0.1608,291.08,0.0,31.5578,31.5538,25.0423,25.0388,0.0,AMBON2015-001.cnv,SBE9,M/V Norseman II
AMBON2015,BC2,C,2015-08-10T08:54:48,-159.943,70.9253,51.6,1,AMBON2015_001_BC2,40.0,39.589,4.0733,4.073,2.9724,2.972,25.19,0.996,77.95,0.1664,291.058,0.0,31.5575,31.5535,25.0419,25.0384,0.0,AMBON2015-001.cnv,SBE9,M/V Norseman II
AMBON2015,BC2,C,2015-08-10T08:54:48,-159.943,70.9253,51.6,1,AMBON2015_001_BC2,41.0,40.579,4.0735,4.0727,2.9724,2.972,24.49,0.987,78.141,0.1626,291.026,0.0,31.5574,31.5535,25.0418,25.0385,0.0,AMBON2015-001.cnv,SBE9,M/V Norseman II
AMBON2015,BC2,C,2015-08-10T08:54:48,-159.943,70.9253,51.6,1,AMBON2015_001_BC2,42.0,41.568,4.0733,4.0726,2.9724,2.972,23.82,0.996,77.962,0.1628,290.995,0.0,31.5572,31.5534,25.0417,25.0384,0.0,AMBON2015-001.cnv,SBE9,M/V Norseman II
AMBON2015,BC2,C,2015-08-10T08:54:48,-159.943,70.9253,51.6,1,AMBON2015_001_BC2,43.0,42.558,4.0736,4.0731,2.9725,2.9721,21.48,1.015,77.59,0.1712,290.574,0.0,31.5569,31.5531,25.0414,25.0381,0.0,AMBON2015-001.cnv,SBE9,M/V Norseman II
AMBON2015,BC2,C,2015-08-10T08:54:48,-159.943,70.9253,51.6,1,AMBON2015_001_BC2,44.0,43.547,4.0734,4.0726,2.9725,2.9721,20.45,1.017,77.557,0.1653,290.655,0.0,31.5569,31.5531,25.0415,25.0382,0.0,AMBON2015-001.cnv,SBE9,M/V Norseman II
AMBON2015,BC2,C,2015-08-10T08:54:48,-159.943,70.9253,51.6,1,AMBON2015_001_BC2,45.0,44.537,4.0738,4.0736,2.9725,2.9722,18.93,1.021,77.469,0.1593,290.932,0.0,31.5566,31.5527,25.0412,25.0378,0.0,AMBON2015-001.cnv,SBE9,M/V Norseman II
AMBON2015,BC2,C,2015-08-10T08:54:48,-159.943,70.9253,51.6,1,AMBON2015_001_BC2,46.0,45.527,4.0742,4.0738,2.9726,2.9722,16.57,1.031,77.276,0.1685,290.978,0.0,31.5563,31.5525,25.0409,25.0376,0.0,AMBON2015-001.cnv,SBE9,M/V Norseman II
AMBON2015,BC2,C,2015-08-10T08:54:48,-159.943,70.9253,51.6,1,AMBON2015_001_BC2,47.0,46.516,4.0743,4.0736,2.9726,2.9722,16.82,1.022,77.45,0.1649,290.897,0.0,31.5562,31.5525,25.0408,25.0376,0.0,AMBON2015-001.cnv,SBE9,M/V Norseman II
AMBON2015,BC2,C,2015-08-10T08:54:48,-159.943,70.9253,51.6,1,AMBON2015_001_BC2,48.0,47.506,4.0744,4.0738,2.9727,2.9723,18.6,1.022,77.448,0.1647,291.042,0.0,31.556,31.5524,25.0407,25.0375,0.0,AMBON2015-001.cnv,SBE9,M/V Norseman II
AMBON2015,BC2,C,2015-08-10T08:54:48,-159.943,70.9253,51.6,1,AMBON2015_001_BC2,49.0,48.496,4.0743,4.0735,2.9727,2.9723,16.83,1.018,77.53,0.1626,291.068,0.0,31.5559,31.5523,25.0406,25.0374,0.0,AMBON2015-001.cnv,SBE9,M/V Norseman II
AMBON2015,BC2,C,2015-08-10T08:54:48,-159.943,70.9253,51.6,1,AMBON2015_001_BC2,50.0,49.485,4.074,4.0732,2.9727,2.9723,14.34,1.029,77.323,0.1632,291.05,0.0,31.5558,31.5522,25.0406,25.0374,0.0,AMBON2015-001.cnv,SBE9,M/V Norseman II
AMBON2015,BC2,C,2015-08-10T08:54:48,-159.943,70.9253,51.6,1,AMBON2015_001_BC2,51.0,50.475,4.0742,4.0733,2.9727,2.9724,12.84,1.029,77.322,0.1644,290.84,0.0,31.5557,31.5521,25.0405,25.0373,0.0,AMBON2015-001.cnv,SBE9,M/V Norseman II
AMBON2015,BC2,C,2015-08-10T08:54:48,-159.943,70.9253,51.6,1,AMBON2015_001_BC2,52.0,51.464,4.0738,4.0732,2.9727,2.9724,12.92,1.025,77.388,0.1666,290.666,0.0,31.5556,31.5521,25.0405,25.0373,0.0,AMBON2015-001.cnv,SBE9,M/V Norseman II
AMBON2015,BC2,C,2015-08-10T08:54:48,-159.943,70.9253,51.6,1,AMBON2015_001_BC2,53.0,52.454,4.072,4.0711,2.9727,2.9723,10.98,1.034,77.227,0.1678,290.62,0.0,31.5558,31.5524,25.0408,25.0377,0.0,AMBON2015-001.cnv,SBE9,M/V Norseman II
AMBON2015,BC2,C,2015-08-10T08:54:48,-159.943,70.9253,51.6,1,AMBON2015_001_BC2,54.0,53.443,4.0723,4.0716,2.9726,2.9723,15.89,1.069,76.556,0.2082,290.817,0.0,31.5542,31.5511,25.0395,25.0367,0.0,AMBON2015-001.cnv,SBE9,M/V Norseman II
AMBON2015,DBO3.8,C,2015-08-12T04:17:41,-168.955,67.6672,51.2,2,AMBON2015_002_DBO3.8,0.0,1.98,6.0512,6.0526,3.2323,3.2322,123.59,1.358,71.219,0.8219,375.603,97.38,32.649,32.6464,25.6891,25.6867,1.0,AMBON2015-002.cnv,SBE9,M/V Norseman II
AMBON2015,DBO3.8,C,2015-08-12T04:17:41,-168.955,67.6672,51.2,2,AMBON2015_002_DBO3.8,1.0,1.98,6.0512,6.0526,3.2323,3.2322,123.59,1.358,71.219,0.8219,375.603,97.38,32.649,32.6464,25.6891,25.6867,1.0,AMBON2015-002.cnv,SBE9,M/V Norseman II
AMBON2015,DBO3.8,C,2015-08-12T04:17:41,-168.955,67.6672,51.2,2,AMBON2015_002_DBO3.8,2.0,1.98,6.0512,6.0526,3.2323,3.2322,123.59,1.358,71.219,0.8219,375.603,97.38,32.649,32.6464,25.6891,25.6867,0.0,AMBON2015-002.cnv,SBE9,M/V Norseman II
AMBON2015,DBO3.8,C,2015-08-12T04:17:41,-168.955,67.6672,51.2,2,AMBON2015_002_DBO3.8,3.0,2.97,6.0511,6.0502,3.2324,3.232,52.83,1.364,71.099,0.8528,374.594,71.829,32.6492,32.646,25.6893,25.6867,0.0,AMBON2015-002.cnv,SBE9,M/V Norseman II
AMBON2015,DBO3.8,C,2015-08-12T04:17:41,-168.955,67.6672,51.2,2,AMBON2015_002_DBO3.8,4.0,3.96,6.0427,6.0408,3.2317,3.2313,42.85,1.331,71.702,0.9085,374.544,42.712,32.6495,32.6463,25.6906,25.6881,0.0,AMBON2015-002.cnv,SBE9,M/V Norseman II
AMBON2015,DBO3.8,C,2015-08-12T04:17:41,-168.955,67.6672,51.2,2,AMBON2015_002_DBO3.8,5.0,4.95,6.0434,6.0417,3.2318,3.2314,41.37,1.33,71.715,0.9459,376.627,30.621,32.6497,32.6462,25.6907,25.6879,0.0,AMBON2015-002.cnv,SBE9,M/V Norseman II
AMBON2015,DBO3.8,C,2015-08-12T04:17:41,-168.955,67.6672,51.2,2,AMBON2015_002_DBO3.8,6.0,5.94,6.0384,6.038,3.2315,3.2311,41.53,1.335,71.631,0.8903,376.884,20.408,32.6499,32.6465,25.6915,25.6886,0.0,AMBON2015-002.cnv,SBE9,M/V Norseman II
AMBON2015,DBO3.8,C,2015-08-12T04:17:41,-168.955,67.6672,51.2,2,AMBON2015_002_DBO3.8,7.0,6.93,6.0356,6.0348,3.2313,3.2309,40.23,1.321,71.876,0.8868,375.648,14.213,32.6501,32.6467,25.692,25.6891,0.0,AMBON2015-002.cnv,SBE9,M/V Norseman II
AMBON2015,DBO3.8,C,2015-08-12T04:17:41,-168.955,67.6672,51.2,2,AMBON2015_002_DBO3.8,8.0,7.92,6.0344,6.0334,3.2312,3.2309,41.01,1.306,72.139,0.8529,375.276,9.968,32.6502,32.647,25.6922,25.6895,0.0,AMBON2015-002.cnv,SBE9,M/V Norseman II
AMBON2015,DBO3.8,C,2015-08-12T04:17:41,-168.955,67.6672,51.2,2,AMBON2015_002_DBO3.8,9.0,8.91,6.0334,6.0329,3.2312,3.2309,41.94,1.335,71.628,0.8322,375.429,7.186,32.6504,32.6469,25.6925,25.6895,0.0,AMBON2015-002.cnv,SBE9,M/V Norseman II
AMBON2015,DBO3.8,C,2015-08-12T04:17:41,-168.955,67.6672,51.2,2,AMBON2015_002_DBO3.8,10.0,9.9,6.036,6.0351,3.2312,3.2311,40.51,1.315,71.989,0.8695,375.114,5.227,32.6476,32.647,25.69,25.6893,0.0,AMBON2015-002.cnv,SBE9,M/V Norseman II
AMBON2015,DBO3.8,C,2015-08-12T04:17:41,-168.955,67.6672,51.2,2,AMBON2015_002_DBO3.8,11.0,10.89,6.0364,6.0358,3.2313,3.2312,37.6,1.309,72.092,0.8644,375.177,3.606,32.6478,32.6468,25.6901,25.6891,0.0,AMBON2015-002.cnv,SBE9,M/V Norseman II
AMBON2015,DBO3.8,C,2015-08-12T04:17:41,-168.955,67.6672,51.2,2,AMBON2015_002_DBO3.8,12.0,11.88,6.0332,6.0331,3.2313,3.231,33.36,1.322,71.864,0.8452,374.504,2.656,32.6503,32.6471,25.6925,25.6897,0.0,AMBON2015-002.cnv,SBE9,M/V Norseman II
AMBON2015,DBO3.8,C,2015-08-12T04:17:41,-168.955,67.6672,51.2,2,AMBON2015_002_DBO3.8,13.0,12.87,6.0316,6.032,3.2312,3.231,32.55,1.314,71.997,0.8626,375.1,1.969,32.6505,32.6472,25.6928,25.6899,0.0,AMBON2015-002.cnv,SBE9,M/V Norseman II
AMBON2015,DBO3.8,C,2015-08-12T04:17:41,-168.955,67.6672,51.2,2,AMBON2015_002_DBO3.8,14.0,13.86,6.0152,6.0175,3.2299,3.2299,31.89,1.327,71.77,0.8466,375.427,1.41,32.6512,32.6481,25.6954,25.6923,0.0,AMBON2015-002.cnv,SBE9,M/V Norseman II
AMBON2015,DBO3.8,C,2015-08-12T04:17:41,-168.955,67.6672,51.2,2,AMBON2015_002_DBO3.8,15.0,14.85,5.9928,5.992,3.2282,3.2278,31.89,1.302,72.213,0.8814,375.207,1.003,32.6526,32.6496,25.6993,25.6966,0.0,AMBON2015-002.cnv,SBE9,M/V Norseman II
AMBON2015,DBO3.8,C,2015-08-12T04:17:41,-168.955,67.6672,51.2,2,AMBON2015_002_DBO3.8,16.0,15.84,5.9313,5.9448,3.2231,3.224,31.43,1.333,71.665,0.8679,374.744,0.734,32.6545,32.6512,25.7083,25.7037,0.0,AMBON2015-002.cnv,SBE9,M/V Norseman II
AMBON2015,DBO3.8,C,2015-08-12T04:17:41,-168.955,67.6672,51.2,2,AMBON2015_002_DBO3.8,17.0,16.83,5.5453,5.6003,3.1904,3.1941,31.23,1.366,71.064,0.9319,375.121,0.556,32.6596,32.6476,25.7583,25.7418,0.0,AMBON2015-002.cnv,SBE9,M/V Norseman II
AMBON2015,DBO3.8,C,2015-08-12T04:17:41,-168.955,67.6672,51.2,2,AMBON2015_002_DBO3.8,18.0,17.82,4.5073,4.5023,3.1028,3.101,29.88,1.482,69.044,1.0986,377.424,0.369,32.669,32.6539,25.8809,25.8683,0.0,AMBON2015-002.cnv,SBE9,M/V Norseman II
AMBON2015,DBO3.8,C,2015-08-12T04:17:41,-168.955,67.6672,51.2,2,AMBON2015_002_DBO3.8,19.0,18.809,3.9358,3.9303,3.0587,3.0582,24.58,1.572,67.518,0.8923,338.114,0.238,32.7208,32.7196,25.9799,25.9793,0.0,AMBON2015-002.cnv,SBE9,M/V Norseman II
AMBON2015,DBO3.8,C,2015-08-12T04:17:41,-168.955,67.6672,51.2,2,AMBON2015_002_DBO3.8,20.0,19.799,3.8372,3.8383,3.0512,3.0511,25.39,1.409,70.302,0.2802,276.54,0.152,32.7297,32.7277,25.9966,25.9947,0.0,AMBON2015-002.cnv,SBE9,M/V Norseman II
AMBON2015,DBO3.8,C,2015-08-12T04:17:41,-168.955,67.6672,51.2,2,AMBON2015_002_DBO3.8,21.0,20.789,3.8306,3.8311,3.0509,3.0507,24.56,1.394,70.583,0.1587,248.725,0.09,32.7323,32.7297,25.9993,25.9969,0.0,AMBON2015-002.cnv,SBE9,M/V Norseman II
AMBON2015,DBO3.8,C,2015-08-12T04:17:41,-168.955,67.6672,51.2,2,AMBON2015_002_DBO3.8,22.0,21.779,3.8326,3.828,3.0514,3.0509,22.95,1.28,72.618,0.108,236.161,0.062,32.7353,32.7339,26.0015,26.0006,0.0,AMBON2015-002.cnv,SBE9,M/V Norseman II
AMBON2015,DBO3.8,C,2015-08-12T04:17:41,-168.955,67.6672,51.2,2,AMBON2015_002_DBO3.8,23.0,22.769,3.8265,3.8272,3.0512,3.051,22.73,1.275,72.699,0.1114,241.805,0.046,32.7391,32.7358,26.0051,26.0022,0.0,AMBON2015-002.cnv,SBE9,M/V Norseman II
AMBON2015,DBO3.8,C,2015-08-12T04:17:41,-168.955,67.6672,51.2,2,AMBON2015_002_DBO3.8,24.0,23.759,3.8263,3.8254,3.0514,3.051,21.56,1.292,72.392,0.0888,247.583,0.024,32.7408,32.7376,26.0065,26.0038,0.0,AMBON2015-002.cnv,SBE9,M/V Norseman II
AMBON2015,DBO3.8,C,2015-08-12T04:17:41,-168.955,67.6672,51.2,2,AMBON2015_002_DBO3.8,25.0,24.749,3.8253,3.8241,3.0516,3.0512,20.23,1.317,71.936,0.0906,254.206,0.013,32.7435,32.7403,26.0087,26.0061,0.0,AMBON2015-002.cnv,SBE9,M/V Norseman II
AMBON2015,DBO3.8,C,2015-08-12T04:17:41,-168.955,67.6672,51.2,2,AMBON2015_002_DBO3.8,26.0,25.739,3.8236,3.8232,3.0516,3.0512,19.77,1.331,71.687,0.0785,255.964,0.0,32.7449,32.7412,26.01,26.0068,0.0,AMBON2015-002.cnv,SBE9,M/V Norseman II
AMBON2015,DBO3.8,C,2015-08-12T04:17:41,-168.955,67.6672,51.2,2,AMBON2015_002_DBO3.8,27.0,26.729,3.8244,3.8228,3.0518,3.0514,18.57,1.358,71.21,0.0746,257.188,0.0,32.7457,32.7424,26.0106,26.0079,0.0,AMBON2015-002.cnv,SBE9,M/V Norseman II
AMBON2015,DBO3.8,C,2015-08-12T04:17:41,-168.955,67.6672,51.2,2,AMBON2015_002_DBO3.8,28.0,27.719,3.8228,3.8225,3.0518,3.0515,17.61,1.395,70.555,0.0767,257.349,0.0,32.7471,32.7435,26.0119,26.0088,0.0,AMBON2015-002.cnv,SBE9,M/V Norseman II
AMBON2015,DBO3.8,C,2015-08-12T04:17:41,-168.955,67.6672,51.2,2,AMBON2015_002_DBO3.8,29.0,28.709,3.8228,3.8222,3.0519,3.0515,17.15,1.399,70.484,0.0654,257.735,0.0,32.7479,32.7439,26.0125,26.0091,0.0,AMBON2015-002.cnv,SBE9,M/V Norseman II
